,strain,up_strain_armchair,up_strain_zigzag,bottom_stress_armchair,bottom_stress_zigzag,total_stress_armchair,total_stress_zigzag
168,0.0336,0.005662860685200499,0.005662860685200499,-0.4676978409155392,-0.06460698640033485,1.1469807853960425,0.5033934799087542
169,0.0338,0.0045624070267169525,0.0045624070267169525,0.21947875410288356,0.2558787664196491,0.5913924482232943,0.414120806893036
170,0.034,0.004744431152803319,0.004744431152803319,0.22093357008858547,0.30260905477004885,0.7210598784956096,0.551359054773348
171,0.0342,0.004936078688539958,0.004936078688539958,0.23545936827863753,0.3104744086136835,0.8540833117846647,0.6678485195394552
172,0.0344,0.005128335751378277,0.005128335751378277,0.24327898503701365,0.2659355770108763,0.9880457572952525,0.764703798586093
173,0.0346,0.005322044839629614,0.005322044839629614,0.2579881966566638,0.29813815903333357,1.1325107441547333,0.9278933910847678
174,0.0348,0.005281411182518347,0.005281411182518347,0.20418807448794302,0.28206010015562566,0.89147870592384,0.6226037606413063
175,0.035,0.005475284078650278,0.005475284078650278,0.2140092866999018,0.22612901185282583,1.0132364026656198,0.7163214884791319
176,0.0352,0.005654556636803143,0.005654556636803143,0.18424408366820347,0.24324446977927572,1.1245095789054078,0.8679067498077346
177,0.0354,0.0058471760992990784,0.0058471760992990784,0.20148731614372734,0.21095349012179263,1.2463311012404268,0.97864603396206
178,0.0356,0.006041372566553571,0.006041372566553571,0.2135423385244565,0.22137965322420003,1.3908624391115583,1.1028653305937786
179,0.0358,0.00613619225278228,0.00613619225278228,0.2013938488357557,0.24015749758175906,1.5139251458763747,1.2963745237770967
180,0.036,0.005438545408927409,0.005438545408927409,-0.008556599203980265,0.06358313517942016,0.41698543019287226,0.6789157676487844
181,0.0362,0.005615188547245298,0.005615188547245298,-0.007692019261683502,0.10323366208136424,0.5623523131377255,0.8244676165414221
182,0.0364,0.005807969390838386,0.005807969390838386,0.007250583355584729,0.08277116591720254,0.7053943627993104,0.9281531303638316
183,0.0366,0.005998123645843956,0.005998123645843956,0.027892148765152783,0.11967292241744737,0.8358949884704224,1.0735383904996183
184,0.0368,0.006154218804485634,0.006154218804485634,0.00545526140837779,0.08683968715622066,0.9248240172075511,1.0340566772810436
185,0.037,0.0060813873938929675,0.0060813873938929675,-0.020301881882288382,-0.04568891523069997,0.5401829273920199,0.8641986249036867
186,0.0372,0.006260820928679411,0.006260820928679411,-0.05102720496409051,-0.0014217784184337831,0.6283033038893424,0.9349931108005057
187,0.0374,0.006454614954350069,0.006454614954350069,-0.03382561487824448,0.025073372346255774,0.7710676485379944,1.0836524540474006
188,0.0376,0.006621550958990197,0.006621550958990197,-0.031034928344027414,0.028499295680212925,0.9306588166563742,1.2495392772651035
189,0.0378,0.00680761729732593,0.00680761729732593,-0.014694955062118964,0.05611359387529308,1.0647521214973301,1.348649925251681
190,0.038,0.007000763776287666,0.007000763776287666,0.004292741852282197,0.029599567871234488,1.1917126475771131,1.502957074814847
191,0.0382,0.006200665821278317,0.006200665821278317,0.11588455333993253,0.02820982373421346,0.12258364810234063,0.5790000327777197
192,0.0384,0.00639381149131224,0.00639381149131224,0.13637449069012123,0.049929264198542954,0.2711009809608108,0.7392876839411563
193,0.0386,0.006578423781915754,0.006578423781915754,0.13207235270737222,0.053083052719128054,0.42618305546882285,0.8504372363633798
194,0.0388,0.006770802183925229,0.006770802183925229,0.15140200864874936,0.07302863681993887,0.5604346444979179,1.015074741088884
195,0.039,0.006962651547149257,0.006962651547149257,0.17079926606341275,0.056255923686318904,0.6938687896731004,1.0993875050430084
196,0.0392,0.007123479742386252,0.007123479742386252,0.13048927785257158,0.0815177132361599,0.814935832840196,1.2558530129489502
197,0.0394,0.0061410518865796515,0.0061410518865796515,0.1313521653027797,0.09860419958092367,0.36396704743529384,0.831478240941985
198,0.0396,0.0063332664807083106,0.0063332664807083106,0.15244348068549743,0.05888195458275235,0.4927924846840293,0.9238098116228508
199,0.0398,0.006511042522419075,0.006511042522419075,0.15508868942366158,0.09723163923391441,0.5436478316738688,0.9183270267944483
200,0.04,0.006700993736545202,0.006700993736545202,0.18196077794504545,0.11135823734961482,0.6584088112731079,1.0624789146843328
201,0.0402,0.006893569921403664,0.006893569921403664,0.1999548664665276,0.125116986748728,0.793337837740359,1.2092250223000693
202,0.0404,0.0069279627004879,0.0069279627004879,-0.0054337332638610064,-0.20038863600750847,0.5681938966160448,0.9852531448780769
203,0.0406,0.007103876994851932,0.007103876994851932,0.0474070229884677,-0.04162820974635079,0.7564270296658837,1.1010812967196222
204,0.0408,0.005733773723500368,0.005733773723500368,0.04910193927055996,0.1393008757547507,1.3893204753568877,0.4267259564678878
205,0.041,0.005860626546401182,0.005860626546401182,0.06167442498997334,0.056849153656497765,1.2823171610890263,0.19014031273087564
206,0.0412,0.006052313719600244,0.006052313719600244,0.07056187184923136,0.09180892790127772,1.4117988832088728,0.32724296418705334
207,0.0414,0.0042863551547245304,0.0042863551547245304,-0.17840826445423547,0.10352309370617163,0.5035358702301592,-0.22803142815246513
208,0.0416,0.004448599378086948,0.004448599378086948,-0.13191587537703023,0.1626168759271329,0.5682146873317405,-0.07261934194265324
209,0.0418,0.004638752015237113,0.004638752015237113,-0.12331779798672561,0.12149076571363072,0.7215834982142275,0.022504870249552136
