#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
1126000      3.78e-02    2.46e-01      3.12e-03    5.56e-04      4.97e-03    3.87e-02    3.9e-05
1127000      3.97e-01    7.71e-02      1.32e-03    2.29e-04      6.25e-02    1.22e-02    3.9e-05
1128000      4.24e-01    4.52e-02      1.71e-03    7.80e-03      6.69e-02    2.07e-03    3.9e-05
1129000      4.95e-01    3.38e-01      3.66e-03    1.12e-03      7.77e-02    5.33e-02    3.9e-05
1130000      2.63e-01    4.73e-01      2.67e-03    2.25e-03      4.17e-02    7.51e-02    3.9e-05
1131000      3.47e-02    9.97e-01      4.33e-04    3.88e-03      5.47e-03    1.58e-01    3.9e-05
1132000      1.13e-01    8.29e-02      3.55e-03    1.61e-03      1.67e-02    1.31e-02    3.9e-05
1133000      3.82e-01    5.94e-02      1.36e-02    4.22e-03      5.27e-02    8.66e-03    3.9e-05
1134000      8.78e-01    3.34e-01      2.24e-03    1.40e-03      1.39e-01    5.31e-02    3.9e-05
1135000      1.79e-01    7.86e-01      2.06e-03    2.61e-03      2.85e-02    1.26e-01    3.8e-05
1136000      4.93e-02    2.03e-03      3.37e-03    1.39e-04      7.14e-03    3.01e-04    3.8e-05
1137000      2.18e-01    6.84e-01      3.24e-03    2.37e-03      3.36e-02    1.09e-01    3.8e-05
1138000      2.96e-01    3.14e-01      3.80e-03    2.78e-03      4.68e-02    5.01e-02    3.8e-05
1139000      4.93e-02    1.11e-01      8.66e-03    1.37e-03      1.56e-03    1.77e-02    3.8e-05
1140000      2.31e-01    5.46e-03      1.17e-03    9.49e-04      3.69e-02    2.31e-04    3.8e-05
1141000      3.39e-01    2.51e-01      1.13e-03    9.61e-04      5.44e-02    4.04e-02    3.8e-05
1142000      2.14e-01    9.85e-03      2.51e-03    1.56e-03      3.37e-02    7.51e-04    3.8e-05
1143000      2.54e-01    6.35e-01      2.32e-03    2.57e-03      4.02e-02    1.02e-01    3.8e-05
1144000      8.72e-02    1.79e-02      2.68e-03    3.09e-03      1.32e-02    8.43e-04    3.8e-05
1145000      2.90e-01    2.79e-01      3.48e-03    3.62e-03      4.56e-02    4.52e-02    3.7e-05
1146000      1.75e-01    3.25e-02      5.24e-04    5.84e-03      2.83e-02    3.77e-04    3.7e-05
1147000      2.53e-01    1.58e-01      1.88e-03    9.74e-05      4.10e-02    2.56e-02    3.7e-05
1148000      6.24e-02    3.73e-01      1.61e-03    1.45e-04      9.48e-03    6.04e-02    3.7e-05
1149000      2.92e-01    1.18e-02      3.09e-03    1.72e-03      4.72e-02    1.13e-03    3.7e-05
1150000      5.65e-01    8.00e-01      3.04e-03    1.04e-03      9.11e-02    1.31e-01    3.7e-05
1151000      4.47e-01    6.62e-01      1.11e-03    4.33e-04      7.29e-02    1.08e-01    3.7e-05
1152000      3.23e-01    8.19e-03      3.24e-03    1.28e-03      5.17e-02    6.68e-04    3.7e-05
1153000      2.99e-01    2.41e-02      2.37e-03    2.88e-03      4.87e-02    2.95e-03    3.7e-05
1154000      3.69e-01    1.33e-01      4.29e-03    3.23e-03      5.87e-02    2.15e-02    3.7e-05
1155000      2.94e-01    4.96e-02      1.91e-03    8.78e-03      4.83e-02    1.46e-03    3.6e-05
1156000      3.67e-01    1.62e-01      3.27e-03    2.95e-03      6.03e-02    2.65e-02    3.6e-05
1157000      7.87e-01    4.13e-01      1.14e-03    1.40e-03      1.29e-01    6.79e-02    3.6e-05
1158000      2.92e-01    1.11e-01      2.96e-03    3.91e-04      4.76e-02    1.83e-02    3.6e-05
1159000      7.20e-01    7.98e-01      1.86e-03    2.77e-03      1.18e-01    1.31e-01    3.6e-05
1160000      3.22e-01    2.29e-02      1.27e-03    3.26e-03      5.33e-02    2.34e-03    3.5e-05
1161000      4.68e-01    5.97e-01      1.18e-03    2.95e-04      7.75e-02    9.88e-02    3.5e-05
1162000      3.53e-01    1.50e-01      2.26e-03    2.80e-03      5.76e-02    2.48e-02    3.5e-05
1163000      5.50e-01    4.11e-01      1.31e-03    1.48e-03      9.11e-02    6.81e-02    3.5e-05
1164000      1.24e-01    4.48e-01      1.67e-04    1.98e-03      2.05e-02    7.42e-02    3.5e-05
1165000      7.99e-02    1.28e-02      3.61e-03    2.15e-03      1.19e-02    7.81e-04    3.5e-05
1166000      2.48e-01    6.78e-01      2.59e-03    4.09e-03      4.05e-02    1.13e-01    3.5e-05
1167000      3.48e-01    9.54e-02      2.16e-03    4.86e-04      5.77e-02    1.59e-02    3.5e-05
1168000      8.29e-02    8.06e-02      1.62e-03    6.98e-03      1.37e-02    1.18e-02    3.5e-05
1169000      2.22e-01    3.33e-01      3.92e-03    3.13e-04      3.53e-02    5.56e-02    3.5e-05
1170000      6.42e-02    4.80e-01      8.45e-03    5.13e-03      5.63e-03    8.05e-02    3.4e-05
1171000      2.27e-01    1.69e-02      4.50e-03    2.95e-03      3.68e-02    6.67e-04    3.4e-05
1172000      6.34e-01    8.51e-02      2.18e-03    2.14e-03      1.07e-01    1.42e-02    3.4e-05
1173000      7.49e-01    4.86e-01      1.82e-03    1.96e-03      1.26e-01    8.17e-02    3.4e-05
1174000      2.86e-01    2.79e-01      6.33e-04    2.72e-04      4.81e-02    4.69e-02    3.4e-05
1175000      3.05e-01    4.80e-01      3.68e-03    3.19e-03      4.97e-02    8.12e-02    3.4e-05
1176000      1.73e-01    3.26e-02      1.08e-03    3.34e-03      2.93e-02    4.52e-03    3.4e-05
1177000      2.53e-01    9.59e-03      6.99e-04    1.69e-03      4.27e-02    3.33e-04    3.4e-05
1178000      2.69e-01    2.53e-02      2.21e-03    3.84e-04      4.51e-02    4.26e-03    3.4e-05
1179000      4.13e-01    1.57e-02      2.64e-03    2.30e-03      6.98e-02    1.53e-03    3.4e-05
1180000      2.19e-01    4.96e-02      2.22e-03    8.56e-03      3.72e-02    2.37e-03    3.3e-05
1181000      1.71e-01    9.90e-02      1.66e-03    1.45e-03      2.90e-02    1.68e-02    3.3e-05
1182000      3.62e-01    1.00e+00      4.78e-04    2.94e-03      6.15e-02    1.70e-01    3.3e-05
1183000      3.61e-01    1.37e-02      5.54e-03    2.09e-03      5.89e-02    1.24e-03    3.3e-05
1184000      1.31e+00    2.40e-02      3.99e-03    1.27e-03      2.23e-01    3.90e-03    3.3e-05
1185000      1.04e-01    1.33e-02      3.36e-03    1.95e-04      1.57e-02    2.27e-03    3.3e-05
1186000      3.92e-01    9.65e-03      2.68e-03    1.42e-03      6.65e-02    9.54e-04    3.3e-05
1187000      2.51e-01    6.09e-02      1.66e-03    6.07e-04      4.30e-02    1.04e-02    3.3e-05
1188000      4.44e-01    1.20e-01      2.46e-03    1.17e-03      7.61e-02    2.05e-02    3.3e-05
1189000      2.61e-01    7.28e-02      4.48e-03    2.84e-03      4.30e-02    1.22e-02    3.3e-05
1190000      1.82e-02    8.30e-02      3.29e-03    1.85e-03      3.99e-04    1.42e-02    3.3e-05
1191000      6.41e-01    8.57e-01      2.64e-03    2.18e-03      1.09e-01    1.48e-01    3.3e-05
1192000      1.34e-01    2.92e-01      4.83e-03    1.95e-03      2.17e-02    5.04e-02    3.3e-05
1193000      4.01e-01    1.64e-02      3.76e-03    2.86e-03      6.82e-02    6.52e-04    3.3e-05
1194000      1.33e-01    4.07e-01      2.22e-03    4.00e-03      2.29e-02    7.02e-02    3.3e-05
1195000      5.74e-01    6.71e-02      2.63e-03    2.52e-03      9.98e-02    1.14e-02    3.2e-05
1196000      1.53e-01    3.92e-01      4.80e-03    2.78e-03      2.54e-02    6.82e-02    3.2e-05
1197000      3.84e-01    9.21e-02      1.10e-03    1.09e-03      6.67e-02    1.60e-02    3.2e-05
1198000      2.35e-01    3.10e-02      2.04e-03    9.82e-04      4.03e-02    5.31e-03    3.2e-05
1199000      2.76e-01    9.04e-01      4.30e-03    4.16e-03      4.55e-02    1.57e-01    3.2e-05
1200000      3.96e-01    4.02e-02      2.30e-03    1.15e-03      6.93e-02    6.95e-03    3.2e-05
1201000      4.70e-01    2.74e-01      1.52e-03    1.07e-03      8.23e-02    4.81e-02    3.2e-05
1202000      1.63e-01    2.63e-02      2.60e-03    3.02e-03      2.81e-02    3.54e-03    3.2e-05
1203000      3.65e-01    8.15e-02      1.32e-03    1.44e-03      6.38e-02    1.42e-02    3.2e-05
1204000      3.23e-01    1.21e-02      1.77e-03    6.72e-04      5.64e-02    2.02e-03    3.2e-05
1205000      8.79e-01    4.71e-01      4.14e-03    3.43e-03      1.55e-01    8.30e-02    3.1e-05
1206000      6.13e-01    2.87e-01      3.32e-03    8.90e-04      1.08e-01    5.07e-02    3.1e-05
1207000      5.08e-01    1.10e-01      1.94e-03    1.05e-03      8.96e-02    1.94e-02    3.1e-05
1208000      2.33e-01    1.09e-02      1.74e-03    1.94e-03      4.11e-02    2.68e-04    3.1e-05
1209000      2.00e-01    4.23e-02      2.99e-03    7.54e-03      3.37e-02    8.97e-04    3.1e-05
1210000      6.24e-02    4.04e-01      2.48e-03    4.75e-04      1.06e-02    7.18e-02    3.1e-05
1211000      2.01e-01    4.32e-01      4.33e-03    3.62e-03      3.38e-02    7.66e-02    3.1e-05
1212000      3.04e-01    1.77e-01      9.56e-04    8.46e-04      5.40e-02    3.15e-02    3.1e-05
1213000      3.51e-01    4.91e-02      2.09e-03    8.79e-03      6.22e-02    6.19e-04    3.1e-05
1214000      4.47e-01    1.27e-01      1.20e-03    2.39e-03      7.94e-02    2.24e-02    3.1e-05
1215000      2.18e-01    5.11e-01      5.64e-04    1.98e-03      3.89e-02    9.15e-02    3.0e-05
1216000      7.77e-02    3.15e-01      2.29e-03    1.82e-03      1.33e-02    5.63e-02    3.0e-05
1217000      5.89e-01    1.13e-02      1.76e-03    1.97e-03      1.05e-01    4.76e-04    3.0e-05
1218000      4.90e-01    7.87e-01      1.89e-03    2.20e-03      8.70e-02    1.41e-01    3.0e-05
1219000      4.26e-01    7.07e-01      2.63e-03    3.17e-03      7.56e-02    1.26e-01    3.0e-05
1220000      4.24e-01    1.65e-01      1.84e-03    1.44e-04      7.64e-02    2.98e-02    3.0e-05
1221000      3.58e-01    4.46e-01      2.16e-03    1.91e-03      6.33e-02    8.03e-02    3.0e-05
1222000      3.91e-01    9.75e-02      4.63e-03    4.37e-03      7.03e-02    1.70e-02    3.0e-05
1223000      4.29e-01    8.00e-02      1.09e-03    1.36e-03      7.72e-02    1.43e-02    3.0e-05
1224000      6.29e-01    1.85e-01      1.82e-03    4.62e-05      1.13e-01    3.34e-02    3.0e-05
1225000      7.37e-01    9.79e-01      1.35e-03    6.81e-03      1.34e-01    1.77e-01    2.9e-05
1226000      3.87e-02    4.00e-01      3.12e-03    9.50e-04      5.83e-03    7.25e-02    2.9e-05
1227000      2.27e-01    1.14e-02      2.24e-03    1.57e-03      4.04e-02    1.33e-03    2.9e-05
1228000      1.85e-01    1.03e+00      1.79e-03    3.56e-03      3.29e-02    1.87e-01    2.9e-05
1229000      2.80e-01    1.66e-01      1.47e-03    5.43e-04      5.08e-02    3.01e-02    2.9e-05
1230000      3.27e-01    5.64e-01      3.08e-03    8.95e-04      5.92e-02    1.03e-01    2.9e-05
1231000      1.77e-01    2.93e-01      2.31e-04    1.91e-04      3.24e-02    5.35e-02    2.9e-05
1232000      6.41e-01    1.78e-02      2.54e-03    3.09e-03      1.17e-01    7.90e-04    2.9e-05
1233000      1.06e-01    5.89e-01      1.23e-03    2.82e-04      1.88e-02    1.08e-01    2.9e-05
1234000      5.90e-01    5.53e-02      3.57e-03    3.64e-03      1.08e-01    9.39e-03    2.9e-05
1235000      4.88e-01    3.06e-02      1.12e-03    3.21e-03      8.98e-02    4.57e-03    2.9e-05
1236000      4.43e-02    4.83e-01      5.73e-03    5.26e-03      4.12e-03    8.86e-02    2.9e-05
1237000      3.83e-01    2.59e-01      3.96e-03    3.25e-03      6.86e-02    4.76e-02    2.9e-05
1238000      4.54e-01    2.03e-02      1.33e-03    3.56e-03      8.34e-02    7.77e-04    2.9e-05
1239000      9.65e-02    4.59e-01      3.00e-03    8.81e-04      1.57e-02    8.44e-02    2.9e-05
1240000      1.58e-01    5.95e-02      7.12e-04    6.64e-04      2.92e-02    1.10e-02    2.8e-05
1241000      1.91e-01    4.85e-01      1.13e-03    1.30e-03      3.46e-02    8.99e-02    2.8e-05
1242000      3.46e-01    6.66e-01      3.08e-03    2.80e-03      6.39e-02    1.23e-01    2.8e-05
1243000      3.76e-02    9.29e-02      5.66e-03    2.06e-03      3.51e-03    1.71e-02    2.8e-05
1244000      3.19e-01    1.31e-02      2.29e-03    2.28e-03      5.90e-02    6.11e-04    2.8e-05
1245000      4.54e-01    2.93e-01      3.51e-03    1.57e-03      8.39e-02    5.45e-02    2.8e-05
1246000      3.64e-01    1.44e-02      1.56e-03    3.91e-04      6.79e-02    2.66e-03    2.8e-05
1247000      3.11e-01    5.31e-02      1.28e-03    2.12e-03      5.77e-02    9.66e-03    2.8e-05
1248000      8.00e-01    1.86e-02      2.01e-03    2.92e-03      1.49e-01    1.68e-03    2.8e-05
1249000      2.69e-01    1.03e-01      8.17e-04    5.27e-04      5.02e-02    1.93e-02    2.8e-05
1250000      1.17e-01    8.91e-01      2.17e-03    2.28e-03      2.05e-02    1.67e-01    2.7e-05
1251000      2.65e-01    7.41e-01      1.84e-03    1.04e-03      4.93e-02    1.39e-01    2.7e-05
1252000      4.84e-01    3.54e-01      3.09e-03    2.51e-03      9.08e-02    6.64e-02    2.7e-05
1253000      2.39e-02    7.54e-02      2.02e-03    8.57e-04      3.11e-03    1.41e-02    2.7e-05
1254000      2.50e-01    9.13e-02      1.53e-03    3.09e-03      4.66e-02    1.68e-02    2.7e-05
1255000      3.23e-01    9.26e-03      4.51e-03    1.57e-03      5.94e-02    5.60e-04    2.7e-05
1256000      3.65e-01    4.98e-01      2.81e-03    2.93e-03      6.89e-02    9.41e-02    2.7e-05
1257000      4.23e-02    2.81e-02      6.53e-04    1.10e-04      7.96e-03    5.31e-03    2.7e-05
1258000      2.39e-01    9.10e-02      1.81e-03    1.32e-04      4.51e-02    1.72e-02    2.7e-05
1259000      1.83e-01    4.35e-01      2.16e-03    8.40e-04      3.39e-02    8.23e-02    2.7e-05
1260000      1.25e-01    1.41e-01      2.99e-03    3.17e-03      2.36e-02    2.65e-02    2.7e-05
1261000      1.94e-01    4.16e-01      1.42e-03    4.36e-04      3.68e-02    7.92e-02    2.7e-05
1262000      6.01e-02    6.14e-02      1.85e-03    4.83e-04      1.08e-02    1.17e-02    2.7e-05
1263000      2.71e-01    4.69e-03      2.46e-03    7.98e-04      5.03e-02    2.80e-04    2.7e-05
1264000      3.85e-01    5.01e-02      8.11e-04    2.83e-04      7.33e-02    9.53e-03    2.7e-05
1265000      4.77e-01    6.50e-03      1.52e-03    1.07e-03      9.13e-02    4.81e-04    2.6e-05
1266000      3.94e-01    2.47e-02      7.20e-04    2.53e-03      7.55e-02    3.90e-03    2.6e-05
1267000      1.94e-02    1.63e-01      3.35e-03    1.49e-04      9.16e-04    3.12e-02    2.6e-05
1268000      4.45e-01    2.61e-01      3.03e-03    4.19e-03      8.53e-02    4.99e-02    2.6e-05
1269000      3.61e-02    3.72e-02      5.77e-03    6.64e-03      2.66e-03    6.99e-04    2.6e-05
1270000      5.08e-01    8.82e-02      4.38e-03    1.29e-03      9.80e-02    1.70e-02    2.6e-05
1271000      1.18e-01    2.11e-02      4.74e-04    3.71e-03      2.28e-02    8.02e-04    2.6e-05
1272000      1.67e-01    3.11e-02      1.75e-03    3.17e-03      3.23e-02    4.94e-03    2.6e-05
1273000      3.05e-01    6.36e-01      6.86e-04    2.36e-03      5.89e-02    1.23e-01    2.6e-05
1274000      1.84e-01    1.53e-01      2.48e-03    3.02e-03      3.53e-02    2.94e-02    2.6e-05
1275000      4.24e-01    2.03e-01      1.66e-03    1.86e-03      8.24e-02    3.93e-02    2.5e-05
1276000      1.84e-01    3.08e-01      3.42e-03    3.57e-03      3.47e-02    5.98e-02    2.5e-05
1277000      3.33e-01    6.10e-01      1.53e-03    1.21e-03      6.48e-02    1.19e-01    2.5e-05
1278000      1.25e-01    4.00e-01      7.41e-04    8.24e-04      2.42e-02    7.78e-02    2.5e-05
1279000      2.39e-01    6.31e-01      2.81e-03    8.63e-04      4.59e-02    1.23e-01    2.5e-05
1280000      1.30e-02    2.14e-01      1.71e-03    2.99e-03      1.40e-03    4.18e-02    2.5e-05
1281000      1.30e-01    1.63e-01      3.93e-03    1.75e-03      2.33e-02    3.18e-02    2.5e-05
1282000      1.91e-01    8.65e-02      1.89e-03    7.39e-03      3.68e-02    1.49e-02    2.5e-05
1283000      5.52e-01    3.02e-01      1.69e-03    1.02e-03      1.08e-01    5.91e-02    2.5e-05
1284000      1.51e-01    4.03e-01      2.37e-04    5.62e-04      2.95e-02    7.89e-02    2.5e-05
1285000      6.42e-01    2.45e-01      1.29e-03    1.38e-03      1.26e-01    4.82e-02    2.5e-05
1286000      1.73e-02    2.19e-02      1.22e-03    3.62e-03      2.68e-03    1.63e-03    2.5e-05
1287000      5.17e-01    1.33e-02      4.66e-03    2.33e-03      1.02e-01    5.99e-04    2.5e-05
1288000      4.61e-01    1.54e-02      1.38e-03    2.74e-03      9.09e-02    2.93e-04    2.5e-05
1289000      1.32e-01    5.89e-01      3.37e-03    2.40e-03      2.37e-02    1.16e-01    2.5e-05
1290000      1.64e-01    6.00e-01      2.67e-03    1.58e-03      3.08e-02    1.19e-01    2.4e-05
1291000      1.85e-01    7.54e-01      1.04e-03    4.57e-03      3.65e-02    1.50e-01    2.4e-05
1292000      5.45e-01    2.32e-01      2.43e-03    2.60e-03      1.08e-01    4.60e-02    2.4e-05
1293000      5.87e-01    1.77e-02      4.16e-03    1.55e-03      1.16e-01    3.06e-03    2.4e-05
1294000      2.66e-01    5.07e-02      3.54e-03    2.21e-03      5.02e-02    9.77e-03    2.4e-05
1295000      2.32e-01    5.56e-01      2.20e-03    3.23e-03      4.63e-02    1.11e-01    2.4e-05
1296000      2.68e-01    7.15e-01      3.64e-03    8.12e-04      5.32e-02    1.43e-01    2.4e-05
1297000      4.49e-01    5.16e-02      1.53e-03    1.78e-05      8.98e-02    1.03e-02    2.4e-05
1298000      3.78e-01    1.04e-02      2.00e-03    1.64e-03      7.36e-02    9.81e-04    2.4e-05
1299000      1.83e-01    4.82e-03      8.97e-04    3.45e-03      3.64e-02    1.27e-06    2.4e-05
1300000      6.13e-01    4.20e-02      2.55e-03    3.58e-03      1.23e-01    7.43e-03    2.4e-05
1301000      9.37e-01    1.57e-01      1.17e-03    2.16e-03      1.88e-01    3.14e-02    2.4e-05
1302000      1.96e-01    4.26e-02      2.88e-03    4.23e-03      3.72e-02    7.12e-03    2.4e-05
1303000      2.17e-01    6.22e-03      1.72e-03    6.27e-04      4.32e-02    1.03e-03    2.4e-05
1304000      2.51e-01    1.72e-01      1.62e-03    8.53e-05      5.02e-02    3.46e-02    2.4e-05
1305000      2.67e-01    5.79e-01      1.86e-03    1.27e-03      5.36e-02    1.17e-01    2.3e-05
1306000      2.21e-01    2.70e-02      8.48e-04    5.41e-04      4.47e-02    5.44e-03    2.3e-05
1307000      3.19e-01    1.05e-02      6.73e-03    7.49e-03      6.27e-02    1.33e-06    2.3e-05
1308000      2.09e-01    7.04e-01      2.98e-03    2.09e-03      4.22e-02    1.43e-01    2.3e-05
1309000      3.28e-01    3.25e-02      2.45e-03    3.56e-03      6.61e-02    5.20e-03    2.3e-05
1310000      2.86e-01    6.35e-02      1.91e-03    1.61e-03      5.82e-02    1.28e-02    2.3e-05
1311000      5.19e-01    2.48e-01      7.05e-04    2.76e-03      1.06e-01    5.05e-02    2.3e-05
1312000      1.15e-01    1.47e-02      5.22e-03    2.58e-03      1.95e-02    5.92e-04    2.3e-05
1313000      1.99e-01    4.69e-01      2.99e-03    1.57e-03      3.79e-02    9.57e-02    2.3e-05
1314000      5.64e-01    4.66e-02      3.99e-03    1.42e-04      1.15e-01    9.51e-03    2.3e-05
1315000      5.25e-01    6.12e-01      1.87e-03    2.35e-03      1.08e-01    1.26e-01    2.3e-05
1316000      1.68e-01    6.20e-01      2.16e-03    2.81e-03      3.40e-02    1.27e-01    2.3e-05
1317000      4.32e-01    3.22e-01      4.21e-03    1.97e-03      8.64e-02    6.61e-02    2.3e-05
1318000      1.60e-01    7.15e-02      1.83e-03    1.93e-03      3.21e-02    1.45e-02    2.3e-05
1319000      3.86e-01    1.68e-01      5.41e-03    6.97e-04      7.84e-02    3.45e-02    2.3e-05
1320000      2.39e-01    1.50e-01      1.05e-03    1.67e-03      4.91e-02    3.10e-02    2.2e-05
1321000      1.12e-01    7.58e-02      4.16e-03    3.70e-04      2.09e-02    1.57e-02    2.2e-05
1322000      1.47e-01    1.87e-01      1.96e-03    2.34e-03      3.02e-02    3.85e-02    2.2e-05
1323000      1.96e-01    7.31e-02      3.36e-03    1.04e-03      3.93e-02    1.51e-02    2.2e-05
1324000      2.60e-01    7.38e-01      2.06e-03    5.63e-03      5.38e-02    1.53e-01    2.2e-05
1325000      2.49e-01    4.06e-03      2.05e-03    3.20e-04      5.17e-02    7.59e-04    2.2e-05
1326000      1.16e-01    2.23e-02      5.29e-03    2.99e-03      2.06e-02    3.08e-03    2.2e-05
1327000      2.72e-01    2.17e-01      7.32e-04    4.22e-04      5.66e-02    4.53e-02    2.2e-05
1328000      2.34e-01    1.45e-02      2.02e-03    1.39e-03      4.86e-02    2.55e-03    2.2e-05
1329000      2.84e-01    5.38e-02      1.28e-03    7.45e-04      5.86e-02    1.12e-02    2.2e-05
1330000      3.30e-01    2.31e-01      1.56e-03    1.38e-03      6.92e-02    4.84e-02    2.2e-05
1331000      2.36e-01    2.60e-02      2.46e-03    4.64e-03      4.77e-02    4.72e-04    2.2e-05
1332000      4.39e-01    3.99e-01      2.87e-03    2.66e-03      9.05e-02    8.37e-02    2.2e-05
1333000      3.05e-01    3.44e-02      2.24e-03    1.70e-03      6.39e-02    6.94e-03    2.2e-05
1334000      3.13e-01    2.37e-01      2.53e-04    1.26e-03      6.56e-02    4.98e-02    2.2e-05
1335000      1.31e-01    3.25e-01      3.06e-03    2.70e-03      2.59e-02    6.86e-02    2.1e-05
1336000      2.61e-01    2.73e-01      2.55e-03    1.81e-03      5.38e-02    5.76e-02    2.1e-05
1337000      2.56e-01    3.42e-01      3.33e-03    2.79e-03      5.28e-02    7.21e-02    2.1e-05
1338000      1.03e-02    1.13e-01      1.44e-03    1.84e-03      1.48e-03    2.38e-02    2.1e-05
1339000      2.47e-01    6.86e-01      1.99e-03    5.33e-03      5.13e-02    1.45e-01    2.1e-05
1340000      4.37e-01    6.39e-02      1.91e-03    9.67e-04      9.28e-02    1.35e-02    2.1e-05
1341000      4.91e-01    1.52e-01      1.93e-03    2.30e-03      1.04e-01    3.22e-02    2.1e-05
1342000      3.61e-01    4.32e-02      3.10e-03    9.14e-04      7.66e-02    9.13e-03    2.1e-05
1343000      2.74e-01    4.52e-03      1.63e-03    6.66e-04      5.81e-02    5.43e-04    2.1e-05
1344000      1.19e-01    1.80e-01      3.10e-03    1.17e-04      2.34e-02    3.82e-02    2.1e-05
1345000      4.79e-01    2.27e-01      1.98e-03    1.26e-03      1.01e-01    4.86e-02    2.1e-05
1346000      1.36e-01    3.02e-02      1.44e-03    1.52e-03      2.91e-02    6.20e-03    2.1e-05
1347000      2.22e-01    2.80e-01      2.89e-03    5.30e-04      4.60e-02    5.99e-02    2.1e-05
1348000      4.75e-02    3.29e-01      2.10e-03    1.23e-03      8.08e-03    7.05e-02    2.1e-05
1349000      2.54e-01    3.68e-01      1.74e-03    2.62e-04      5.42e-02    7.87e-02    2.1e-05
1350000      1.60e-01    1.54e-02      1.70e-03    2.67e-03      3.39e-02    7.58e-04    2.1e-05
1351000      8.09e-02    6.05e-02      6.29e-04    7.00e-04      1.73e-02    1.30e-02    2.1e-05
1352000      2.15e-01    1.85e-02      6.90e-04    2.60e-03      4.62e-02    2.46e-03    2.1e-05
1353000      1.25e-01    4.51e-01      8.28e-04    3.74e-03      2.67e-02    9.71e-02    2.1e-05
1354000      3.20e-01    2.53e-01      3.16e-03    5.57e-04      6.69e-02    5.46e-02    2.1e-05
1355000      2.32e-01    7.49e-02      1.64e-03    1.09e-03      4.90e-02    1.62e-02    2.0e-05
1356000      1.50e-01    5.54e-02      1.70e-03    9.98e-04      3.24e-02    1.20e-02    2.0e-05
1357000      3.29e-01    2.53e-02      1.76e-03    2.66e-03      7.13e-02    4.43e-03    2.0e-05
1358000      1.45e-01    4.49e-01      2.46e-03    2.64e-03      2.98e-02    9.74e-02    2.0e-05
1359000      2.56e-01    3.41e-02      1.29e-03    5.29e-03      5.55e-02    3.65e-03    2.0e-05
1360000      2.92e-02    6.82e-03      1.71e-03    1.18e-03      5.30e-03    3.74e-04    2.0e-05
1361000      2.04e-01    6.24e-01      6.32e-04    5.07e-03      4.46e-02    1.36e-01    2.0e-05
1362000      3.02e-01    1.36e-01      2.30e-03    1.16e-03      6.55e-02    2.96e-02    2.0e-05
1363000      5.83e-01    7.01e-01      1.85e-03    5.59e-03      1.27e-01    1.53e-01    2.0e-05
1364000      1.10e-01    3.79e-01      1.70e-03    1.59e-03      2.31e-02    8.28e-02    2.0e-05
1365000      1.75e-02    2.20e-02      2.18e-03    2.16e-03      1.87e-03    4.05e-03    2.0e-05
1366000      7.59e-02    9.75e-02      1.50e-03    8.90e-04      1.56e-02    2.14e-02    2.0e-05
1367000      1.53e-01    5.20e-01      9.95e-04    1.48e-03      3.36e-02    1.14e-01    2.0e-05
1368000      4.01e-02    2.00e-02      4.59e-04    1.31e-03      8.71e-03    4.11e-03    2.0e-05
1369000      1.41e-01    3.60e-02      1.83e-03    3.35e-03      3.03e-02    6.77e-03    2.0e-05
1370000      2.56e-02    2.49e-01      3.97e-03    8.14e-04      2.62e-03    5.52e-02    1.9e-05
1371000      2.15e-01    5.64e-01      2.42e-03    9.70e-04      4.62e-02    1.25e-01    1.9e-05
1372000      2.37e-01    4.68e-02      3.35e-03    2.17e-03      5.18e-02    1.00e-02    1.9e-05
1373000      5.72e-01    4.29e-01      4.46e-04    1.94e-03      1.27e-01    9.50e-02    1.9e-05
1374000      1.81e-02    8.31e-03      2.23e-03    3.66e-04      2.38e-03    1.78e-03    1.9e-05
1375000      3.39e-01    5.60e-01      3.43e-03    3.25e-03      7.55e-02    1.25e-01    1.9e-05
1376000      3.38e-01    2.64e-01      3.62e-03    1.40e-03      7.51e-02    5.88e-02    1.9e-05
1377000      3.83e-02    1.64e-02      3.70e-03    2.31e-03      4.93e-03    2.23e-03    1.9e-05
1378000      1.49e-01    3.78e-01      7.59e-04    1.24e-03      3.31e-02    8.43e-02    1.9e-05
1379000      9.61e-02    2.48e-02      4.51e-03    4.42e-03      1.97e-02    1.87e-04    1.9e-05
1380000      1.01e-01    1.64e-01      1.64e-03    5.60e-04      2.18e-02    3.68e-02    1.9e-05
1381000      7.64e-02    1.99e-01      1.69e-03    1.35e-03      1.61e-02    4.47e-02    1.9e-05
1382000      2.56e-01    8.93e-02      3.15e-04    4.77e-04      5.76e-02    2.00e-02    1.9e-05
1383000      5.36e-01    2.36e-01      3.93e-03    1.30e-03      1.20e-01    5.29e-02    1.9e-05
1384000      1.42e-01    5.39e-02      1.53e-03    1.02e-03      3.13e-02    1.20e-02    1.9e-05
1385000      3.80e-01    1.23e-02      5.49e-04    2.18e-03      8.60e-02    3.58e-04    1.9e-05
1386000      5.62e-01    2.37e-01      5.90e-04    2.21e-03      1.27e-01    5.36e-02    1.9e-05
1387000      3.39e-01    5.20e-01      7.11e-04    8.23e-04      7.67e-02    1.18e-01    1.9e-05
1388000      4.03e-02    2.07e-02      3.31e-03    3.65e-03      6.91e-03    7.01e-04    1.9e-05
