#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
2136000      1.53e-01    2.58e-02      5.76e-04    1.25e-04      8.51e-02    1.46e-02    2.1e-06
2137000      6.87e-02    2.27e-01      6.92e-04    3.69e-03      3.82e-02    1.28e-01    2.1e-06
2138000      2.66e-01    1.15e-01      3.61e-03    1.42e-03      1.49e-01    6.44e-02    2.1e-06
2139000      8.92e-02    1.22e-02      1.65e-03    1.46e-03      4.99e-02    5.06e-03    2.1e-06
2140000      5.23e-02    7.78e-02      1.02e-03    3.28e-03      2.89e-02    4.29e-02    2.1e-06
2141000      1.72e-01    1.67e-01      1.07e-03    1.79e-03      9.72e-02    9.47e-02    2.1e-06
2142000      1.16e-01    2.24e-01      5.60e-04    7.87e-04      6.60e-02    1.27e-01    2.1e-06
2143000      5.65e-02    1.80e-01      8.19e-04    2.10e-03      3.06e-02    1.02e-01    2.1e-06
2144000      5.64e-02    2.40e-01      4.74e-04    3.95e-03      3.11e-02    1.35e-01    2.1e-06
2145000      1.32e-01    8.30e-02      1.92e-03    9.97e-05      7.50e-02    4.73e-02    2.1e-06
2146000      9.77e-02    3.84e-03      8.67e-04    6.19e-04      5.55e-02    8.96e-04    2.1e-06
2147000      1.05e-02    1.45e-01      4.61e-04    1.19e-03      5.49e-03    8.22e-02    2.1e-06
2148000      2.68e-02    8.05e-03      4.67e-04    1.41e-03      1.51e-02    5.55e-04    2.1e-06
2149000      8.59e-02    7.30e-03      7.00e-04    3.46e-04      4.86e-02    4.01e-03    2.1e-06
2150000      1.15e-02    1.39e-02      1.22e-03    1.34e-03      4.45e-03    6.69e-03    2.1e-06
2151000      1.44e-01    7.46e-03      7.67e-04    9.53e-04      8.22e-02    2.95e-03    2.1e-06
2152000      1.11e-02    2.18e-02      6.45e-04    1.42e-04      5.21e-03    1.25e-02    2.1e-06
2153000      4.59e-02    7.30e-02      4.62e-04    3.89e-04      2.62e-02    4.18e-02    2.1e-06
2154000      6.09e-02    7.51e-03      1.20e-03    1.34e-04      3.41e-02    4.27e-03    2.1e-06
2155000      1.09e-01    1.08e-02      1.33e-03    4.11e-04      6.14e-02    6.10e-03    2.0e-06
2156000      6.62e-02    2.16e-01      7.77e-04    2.98e-03      3.75e-02    1.24e-01    2.0e-06
2157000      4.60e-02    2.31e-03      7.47e-04    3.96e-04      2.45e-02    3.37e-04    2.0e-06
2158000      6.20e-02    3.12e-03      8.75e-04    3.45e-04      3.50e-02    1.40e-03    2.0e-06
2159000      1.24e-01    3.54e-02      1.04e-03    3.36e-04      7.08e-02    2.03e-02    2.0e-06
2160000      1.68e-01    2.13e-03      1.55e-03    3.31e-04      9.69e-02    5.82e-04    2.0e-06
2161000      3.05e-02    1.84e-01      3.98e-04    1.51e-03      1.71e-02    1.06e-01    2.0e-06
2162000      1.10e-01    1.98e-02      2.37e-03    1.61e-04      6.14e-02    1.14e-02    2.0e-06
2163000      5.16e-02    3.45e-02      6.39e-04    8.38e-04      2.97e-02    1.98e-02    2.0e-06
2164000      1.16e-01    2.48e-01      8.16e-04    1.93e-03      6.70e-02    1.43e-01    2.0e-06
2165000      1.30e-02    1.14e-01      4.54e-04    1.84e-04      6.61e-03    6.63e-02    2.0e-06
2166000      4.07e-02    5.05e-03      8.60e-04    8.84e-04      2.24e-02    4.18e-04    2.0e-06
2167000      5.49e-03    5.49e-02      2.32e-04    8.42e-04      3.05e-03    3.18e-02    2.0e-06
2168000      1.01e-01    2.01e-01      4.75e-04    1.03e-03      5.84e-02    1.17e-01    2.0e-06
2169000      1.55e-01    3.23e-02      2.05e-03    4.69e-04      8.95e-02    1.87e-02    2.0e-06
2170000      1.44e-01    6.73e-03      9.01e-04    7.46e-04      8.42e-02    3.06e-03    1.9e-06
2171000      9.01e-02    8.58e-02      7.31e-04    1.82e-04      5.17e-02    5.00e-02    1.9e-06
2172000      1.25e-01    1.44e-03      1.08e-03    1.04e-04      7.30e-02    7.66e-04    1.9e-06
2173000      3.34e-02    2.25e-01      4.89e-04    1.19e-03      1.87e-02    1.31e-01    1.9e-06
2174000      6.52e-03    8.92e-02      4.34e-04    2.39e-04      3.25e-03    5.21e-02    1.9e-06
2175000      4.15e-02    7.68e-03      7.62e-04    2.21e-05      2.33e-02    4.50e-03    1.9e-06
2176000      5.17e-02    5.93e-02      2.03e-04    6.44e-05      3.00e-02    3.48e-02    1.9e-06
2177000      1.74e-01    1.53e-01      1.87e-03    1.70e-03      1.02e-01    8.93e-02    1.9e-06
2178000      1.42e-01    5.63e-03      2.94e-03    5.32e-05      8.27e-02    3.30e-03    1.9e-06
2179000      1.41e-01    2.16e-02      9.41e-04    1.51e-04      8.27e-02    1.26e-02    1.9e-06
2180000      7.45e-02    1.76e-03      9.99e-04    2.26e-04      4.38e-02    7.14e-04    1.9e-06
2181000      1.30e-02    4.41e-03      9.05e-04    7.57e-04      6.22e-03    6.18e-04    1.9e-06
2182000      2.32e-01    2.41e-01      2.09e-03    1.83e-03      1.36e-01    1.42e-01    1.9e-06
2183000      3.21e-02    8.04e-03      2.66e-04    1.13e-03      1.87e-02    2.87e-03    1.9e-06
2184000      7.99e-02    3.19e-03      8.57e-04    5.60e-04      4.63e-02    2.22e-04    1.9e-06
2185000      7.17e-02    3.99e-02      3.79e-04    2.20e-04      4.23e-02    2.36e-02    1.9e-06
2186000      9.85e-03    1.08e-01      8.20e-04    7.93e-04      4.93e-03    6.37e-02    1.9e-06
2187000      1.00e-01    1.16e-01      9.75e-04    7.13e-04      5.85e-02    6.84e-02    1.9e-06
2188000      8.80e-02    2.11e-03      5.29e-04    2.83e-04      5.11e-02    8.16e-04    1.9e-06
2189000      9.07e-02    2.36e-03      6.33e-04    3.97e-04      5.24e-02    4.27e-04    1.9e-06
2190000      9.50e-02    1.05e-02      1.10e-03    1.36e-03      5.61e-02    4.22e-03    1.8e-06
2191000      1.61e-02    2.60e-02      3.91e-04    5.30e-04      8.99e-03    1.54e-02    1.8e-06
2192000      5.87e-02    2.47e-02      4.68e-04    5.86e-05      3.48e-02    1.47e-02    1.8e-06
2193000      1.96e-01    1.83e-03      1.46e-03    2.44e-04      1.16e-01    7.16e-04    1.8e-06
2194000      1.91e-01    5.05e-02      1.49e-03    9.16e-05      1.13e-01    3.00e-02    1.8e-06
2195000      7.25e-02    1.46e-02      5.61e-04    5.07e-05      4.33e-02    8.71e-03    1.8e-06
2196000      9.43e-02    8.69e-04      7.70e-04    6.15e-04      5.63e-02    1.10e-06    1.8e-06
2197000      3.18e-02    3.89e-03      1.01e-03    6.60e-04      1.67e-02    6.65e-04    1.8e-06
2198000      3.34e-02    1.40e-01      6.40e-04    2.70e-04      1.92e-02    8.34e-02    1.8e-06
2199000      5.22e-02    1.37e-02      1.31e-04    1.13e-03      3.12e-02    7.21e-03    1.8e-06
2200000      1.13e-02    1.78e-03      2.99e-04    2.98e-04      6.51e-03    3.42e-04    1.8e-06
2201000      6.64e-02    2.07e-02      9.35e-04    3.29e-04      3.88e-02    1.24e-02    1.8e-06
2202000      2.95e-02    2.11e-01      1.08e-03    3.35e-03      1.56e-02    1.26e-01    1.8e-06
2203000      3.69e-02    2.98e-03      3.70e-04    4.64e-04      2.19e-02    8.53e-04    1.8e-06
2204000      8.70e-02    1.33e-02      1.51e-03    1.02e-04      5.09e-02    7.97e-03    1.8e-06
2205000      1.04e-01    2.38e-03      1.47e-03    4.12e-04      6.19e-02    2.91e-04    1.8e-06
2206000      1.27e-02    1.33e-01      6.35e-04    1.44e-03      6.61e-03    8.03e-02    1.8e-06
2207000      4.33e-02    1.16e-03      2.31e-04    1.86e-04      2.60e-02    2.95e-04    1.8e-06
2208000      8.49e-02    4.75e-03      1.90e-03    2.38e-04      5.02e-02    2.75e-03    1.8e-06
2209000      2.07e-02    9.89e-02      2.37e-04    8.66e-04      1.24e-02    5.96e-02    1.8e-06
2210000      7.20e-02    1.61e-01      8.35e-04    1.19e-03      4.34e-02    9.72e-02    1.7e-06
2211000      3.78e-02    1.89e-02      3.67e-04    6.13e-05      2.27e-02    1.14e-02    1.7e-06
2212000      9.41e-02    1.70e-01      3.81e-04    1.91e-03      5.70e-02    1.03e-01    1.7e-06
2213000      5.75e-02    1.67e-03      3.15e-04    2.49e-05      3.48e-02    1.00e-03    1.7e-06
2214000      9.56e-02    6.11e-03      4.53e-04    1.09e-04      5.78e-02    3.68e-03    1.7e-06
2215000      9.16e-02    2.29e-01      6.94e-04    4.99e-03      5.56e-02    1.38e-01    1.7e-06
2216000      1.23e-02    8.75e-03      1.10e-03    1.53e-03      6.19e-03    7.96e-04    1.7e-06
2217000      1.90e-01    4.32e-02      1.19e-03    7.47e-04      1.16e-01    2.62e-02    1.7e-06
2218000      1.08e-01    5.55e-02      4.08e-04    3.92e-05      6.57e-02    3.38e-02    1.7e-06
2219000      6.45e-02    1.16e-01      8.02e-04    3.11e-04      3.91e-02    7.06e-02    1.7e-06
2220000      2.65e-02    5.98e-02      9.05e-04    1.14e-03      1.49e-02    3.63e-02    1.7e-06
2221000      3.56e-02    2.56e-01      8.61e-04    7.98e-04      2.13e-02    1.56e-01    1.7e-06
2222000      1.00e-01    1.69e-03      2.60e-04    2.71e-04      6.11e-02    4.38e-04    1.7e-06
2223000      4.03e-02    2.32e-02      8.99e-04    4.26e-04      2.35e-02    1.41e-02    1.7e-06
2224000      6.28e-02    5.77e-03      4.83e-04    2.23e-04      3.82e-02    3.44e-03    1.7e-06
2225000      9.27e-02    1.28e-01      9.21e-04    8.45e-04      5.65e-02    7.84e-02    1.7e-06
2226000      7.69e-02    2.17e-02      1.67e-03    3.34e-04      4.58e-02    1.33e-02    1.7e-06
2227000      1.01e-01    2.68e-02      4.69e-04    4.18e-04      6.18e-02    1.64e-02    1.7e-06
2228000      2.49e-01    4.89e-04      3.74e-03    5.61e-06      1.52e-01    2.99e-04    1.7e-06
2229000      1.85e-02    1.79e-01      5.18e-04    3.74e-03      1.03e-02    1.09e-01    1.7e-06
2230000      1.76e-02    5.33e-03      3.66e-04    8.77e-05      1.06e-02    3.27e-03    1.6e-06
2231000      8.46e-02    1.26e-02      7.69e-04    9.57e-04      5.21e-02    7.03e-03    1.6e-06
2232000      4.93e-02    2.84e-01      2.80e-04    4.83e-03      3.02e-02    1.74e-01    1.6e-06
2233000      9.54e-02    2.63e-02      5.09e-04    2.69e-04      5.88e-02    1.62e-02    1.6e-06
2234000      1.60e-01    3.71e-02      1.16e-03    2.77e-04      9.85e-02    2.29e-02    1.6e-06
2235000      1.41e-01    8.46e-04      1.66e-03    1.06e-04      8.65e-02    3.71e-04    1.6e-06
2236000      1.71e-01    1.26e-01      2.14e-03    1.11e-03      1.06e-01    7.80e-02    1.6e-06
2237000      1.44e-01    8.40e-02      1.79e-03    8.25e-04      8.89e-02    5.19e-02    1.6e-06
2238000      3.14e-02    8.57e-02      6.85e-04    1.69e-04      1.93e-02    5.31e-02    1.6e-06
2239000      6.07e-02    2.00e-02      3.66e-04    7.19e-04      3.70e-02    1.21e-02    1.6e-06
2240000      1.11e-01    4.72e-04      1.40e-03    2.05e-05      6.71e-02    2.84e-04    1.6e-06
2241000      5.85e-03    3.83e-03      8.14e-04    5.53e-04      2.05e-03    1.37e-03    1.6e-06
2242000      3.00e-02    3.81e-02      7.38e-04    7.16e-04      1.83e-02    2.35e-02    1.6e-06
2243000      1.68e-01    1.38e-01      2.15e-03    3.03e-04      1.05e-01    8.60e-02    1.6e-06
2244000      4.31e-02    1.47e-01      1.20e-03    2.08e-03      2.64e-02    9.12e-02    1.6e-06
2245000      1.21e-01    8.93e-03      8.58e-04    1.54e-03      7.53e-02    1.17e-03    1.6e-06
2246000      2.01e-01    2.07e-01      6.07e-04    2.46e-03      1.26e-01    1.29e-01    1.6e-06
2247000      4.09e-02    8.79e-03      1.01e-03    1.49e-03      2.40e-02    1.61e-03    1.6e-06
2248000      9.18e-02    1.33e-01      7.15e-04    7.79e-04      5.73e-02    8.30e-02    1.6e-06
2249000      1.09e-01    6.12e-03      7.65e-04    1.00e-04      6.81e-02    3.81e-03    1.6e-06
2250000      8.83e-02    3.54e-02      8.85e-04    2.11e-04      5.47e-02    2.22e-02    1.5e-06
2251000      1.27e-01    2.10e-03      1.23e-03    9.74e-05      7.81e-02    1.27e-03    1.5e-06
2252000      1.33e-01    1.32e-01      1.13e-03    8.37e-04      8.31e-02    8.31e-02    1.5e-06
2253000      6.05e-03    2.83e-02      2.60e-04    6.72e-04      3.67e-03    1.76e-02    1.5e-06
2254000      7.01e-03    1.46e-02      4.72e-04    4.22e-04      3.26e-03    9.04e-03    1.5e-06
2255000      3.67e-02    6.23e-02      1.06e-03    6.34e-04      2.23e-02    3.92e-02    1.5e-06
2256000      1.17e-01    1.64e-02      8.84e-04    1.21e-03      7.34e-02    9.41e-03    1.5e-06
2257000      6.95e-02    1.49e-02      1.23e-03    2.31e-04      4.29e-02    9.36e-03    1.5e-06
2258000      8.72e-02    4.19e-02      2.61e-04    2.89e-04      5.49e-02    2.64e-02    1.5e-06
2259000      7.97e-02    1.89e-01      6.88e-04    7.58e-04      5.01e-02    1.19e-01    1.5e-06
2260000      9.26e-02    7.38e-03      2.25e-03    1.51e-04      5.81e-02    4.64e-03    1.5e-06
2261000      2.40e-01    8.09e-02      1.57e-03    2.92e-04      1.52e-01    5.12e-02    1.5e-06
2262000      8.59e-02    4.82e-03      7.76e-04    7.26e-05      5.42e-02    3.04e-03    1.5e-06
2263000      8.96e-02    1.98e-02      9.34e-04    2.10e-04      5.66e-02    1.25e-02    1.5e-06
2264000      5.42e-02    1.50e-01      6.50e-04    1.95e-03      3.37e-02    9.49e-02    1.5e-06
2265000      3.72e-02    1.04e-02      8.50e-04    1.44e-03      2.31e-02    4.11e-03    1.5e-06
2266000      1.59e-02    5.33e-02      1.91e-04    1.10e-04      9.71e-03    3.39e-02    1.5e-06
2267000      9.94e-02    4.34e-02      1.78e-03    5.75e-04      6.29e-02    2.75e-02    1.5e-06
2268000      2.50e-03    4.63e-03      1.37e-04    4.66e-04      1.49e-03    2.42e-03    1.5e-06
2269000      1.50e-01    1.52e-01      8.31e-04    6.37e-04      9.53e-02    9.69e-02    1.5e-06
2270000      1.20e-02    5.39e-02      9.42e-04    7.41e-04      6.26e-03    3.43e-02    1.5e-06
2271000      4.30e-02    1.51e-01      6.11e-04    1.08e-03      2.69e-02    9.61e-02    1.5e-06
2272000      7.53e-02    1.68e-02      7.33e-04    7.85e-04      4.66e-02    1.03e-02    1.5e-06
2273000      3.41e-02    1.13e-02      5.47e-04    6.62e-04      2.13e-02    6.83e-03    1.5e-06
2274000      1.19e-01    1.22e-01      7.47e-04    4.79e-04      7.58e-02    7.82e-02    1.5e-06
2275000      9.24e-02    2.01e-01      1.02e-03    1.03e-03      5.92e-02    1.29e-01    1.4e-06
2276000      5.74e-02    3.95e-02      5.51e-04    2.24e-04      3.66e-02    2.53e-02    1.4e-06
2277000      3.36e-01    5.50e-02      1.88e-03    2.51e-04      2.15e-01    3.52e-02    1.4e-06
2278000      1.96e-01    7.10e-03      2.70e-03    9.87e-04      1.25e-01    2.82e-03    1.4e-06
2279000      6.18e-02    5.45e-03      3.14e-04    8.21e-04      3.95e-02    1.83e-03    1.4e-06
2280000      1.25e-01    1.34e-01      3.17e-03    1.90e-03      7.97e-02    8.57e-02    1.4e-06
2281000      1.10e-01    3.55e-02      8.73e-04    1.13e-04      6.99e-02    2.29e-02    1.4e-06
2282000      1.59e-01    2.45e-01      2.16e-03    2.68e-03      1.02e-01    1.57e-01    1.4e-06
2283000      5.99e-03    1.18e-02      9.22e-04    9.64e-04      1.86e-03    6.76e-03    1.4e-06
2284000      1.25e-01    2.05e-01      3.10e-03    1.62e-03      7.95e-02    1.32e-01    1.4e-06
2285000      1.20e-01    8.17e-03      7.30e-04    7.14e-05      7.76e-02    5.28e-03    1.4e-06
2286000      7.21e-02    3.22e-03      1.41e-03    5.66e-04      4.62e-02    2.26e-04    1.4e-06
2287000      4.32e-03    2.40e-02      6.25e-04    4.07e-04      1.29e-03    1.55e-02    1.4e-06
2288000      1.09e-01    1.65e-03      1.58e-03    7.11e-05      7.03e-02    1.04e-03    1.4e-06
2289000      6.63e-02    1.40e-01      1.78e-04    1.81e-03      4.27e-02    9.06e-02    1.4e-06
2290000      5.99e-02    2.42e-02      1.69e-04    5.70e-05      3.89e-02    1.57e-02    1.4e-06
2291000      1.05e-01    6.54e-02      7.32e-04    1.76e-04      6.72e-02    4.25e-02    1.4e-06
2292000      9.13e-02    2.11e-02      8.77e-04    5.97e-05      5.87e-02    1.37e-02    1.4e-06
2293000      1.00e-01    3.75e-03      1.32e-03    5.77e-04      6.48e-02    1.21e-03    1.4e-06
2294000      7.09e-02    6.03e-03      1.63e-03    1.04e-03      4.50e-02    8.93e-04    1.4e-06
2295000      1.13e-01    1.01e-01      1.40e-03    4.91e-04      7.35e-02    6.56e-02    1.4e-06
2296000      6.83e-02    5.02e-03      4.73e-04    5.51e-04      4.45e-02    2.57e-03    1.4e-06
2297000      1.95e-02    1.42e-03      9.25e-04    2.12e-04      1.11e-02    5.03e-04    1.4e-06
2298000      3.10e-02    4.91e-03      3.61e-04    8.36e-04      2.01e-02    8.72e-04    1.4e-06
2299000      1.51e-01    2.39e-03      3.71e-03    2.18e-04      9.74e-02    1.33e-03    1.4e-06
2300000      1.44e-01    1.34e-01      1.35e-03    8.91e-04      9.28e-02    8.78e-02    1.3e-06
2301000      3.04e-02    7.86e-03      4.65e-04    1.20e-03      1.98e-02    2.58e-03    1.3e-06
2302000      9.14e-02    1.85e-02      1.68e-03    8.78e-04      5.93e-02    1.17e-02    1.3e-06
2303000      2.05e-02    5.37e-02      1.57e-04    6.71e-04      1.33e-02    3.51e-02    1.3e-06
2304000      4.27e-02    1.73e-02      4.34e-04    3.44e-04      2.79e-02    1.12e-02    1.3e-06
2305000      6.63e-02    3.73e-03      1.88e-03    6.49e-04      4.21e-02    4.53e-04    1.3e-06
2306000      1.15e-01    9.36e-02      2.23e-03    3.93e-05      7.45e-02    6.16e-02    1.3e-06
2307000      8.26e-02    6.31e-02      1.68e-03    1.93e-04      5.38e-02    4.15e-02    1.3e-06
2308000      1.05e-01    2.30e-02      1.77e-03    4.57e-04      6.86e-02    1.50e-02    1.3e-06
2309000      8.07e-02    7.23e-03      1.59e-03    1.14e-03      5.20e-02    2.15e-03    1.3e-06
2310000      8.62e-02    2.32e-01      1.09e-03    2.21e-03      5.68e-02    1.53e-01    1.3e-06
2311000      1.64e-01    2.08e-02      2.15e-03    5.27e-04      1.08e-01    1.36e-02    1.3e-06
2312000      5.16e-02    2.11e-01      1.05e-03    3.70e-03      3.34e-02    1.39e-01    1.3e-06
2313000      6.58e-02    1.07e-01      1.25e-03    9.56e-04      4.17e-02    7.04e-02    1.3e-06
2314000      1.57e-01    1.98e-02      1.02e-03    6.26e-05      1.04e-01    1.31e-02    1.3e-06
2315000      1.21e-01    1.22e-02      2.09e-03    1.18e-03      7.96e-02    6.74e-03    1.3e-06
2316000      1.38e-01    5.47e-02      1.79e-03    2.29e-04      9.10e-02    3.62e-02    1.3e-06
2317000      1.09e-01    1.84e-03      1.91e-03    3.12e-04      7.16e-02    3.56e-04    1.3e-06
2318000      1.51e-01    1.23e-01      1.22e-03    1.15e-03      1.00e-01    8.17e-02    1.3e-06
2319000      1.25e-01    3.85e-03      1.77e-03    4.34e-04      8.23e-02    1.97e-03    1.3e-06
2320000      1.44e-01    7.81e-03      2.44e-03    3.92e-04      9.50e-02    4.98e-03    1.3e-06
2321000      4.74e-03    1.49e-02      5.16e-04    3.83e-04      2.42e-03    9.81e-03    1.3e-06
2322000      8.95e-02    5.48e-03      6.24e-04    4.89e-05      5.95e-02    3.64e-03    1.3e-06
2323000      1.12e-01    2.17e-01      1.17e-03    2.55e-03      7.38e-02    1.44e-01    1.3e-06
2324000      1.04e-01    2.03e-01      1.68e-03    3.59e-03      6.91e-02    1.34e-01    1.3e-06
2325000      7.42e-02    7.24e-03      1.11e-03    2.77e-04      4.93e-02    4.72e-03    1.2e-06
2326000      1.16e-02    1.68e-03      5.56e-04    5.90e-05      6.92e-03    1.10e-03    1.2e-06
2327000      5.75e-02    1.85e-01      1.27e-03    7.81e-04      3.77e-02    1.24e-01    1.2e-06
2328000      8.50e-02    9.15e-02      8.49e-04    4.87e-04      5.67e-02    6.11e-02    1.2e-06
2329000      1.05e-01    1.77e-02      9.89e-04    3.09e-04      6.94e-02    1.18e-02    1.2e-06
2330000      1.08e-02    9.14e-03      3.74e-04    1.08e-03      6.63e-03    4.55e-03    1.2e-06
2331000      7.02e-02    1.71e-03      1.09e-03    2.98e-04      4.67e-02    1.89e-04    1.2e-06
2332000      2.02e-01    5.00e-02      1.50e-03    1.18e-03      1.35e-01    3.32e-02    1.2e-06
2333000      1.03e-02    1.58e-01      2.11e-04    2.21e-03      6.60e-03    1.06e-01    1.2e-06
2334000      1.32e-01    2.57e-01      7.74e-04    3.03e-03      8.85e-02    1.72e-01    1.2e-06
2335000      3.36e-02    6.37e-03      2.59e-04    5.90e-04      2.26e-02    3.65e-03    1.2e-06
2336000      1.19e-01    2.94e-02      2.28e-03    7.57e-05      7.94e-02    1.98e-02    1.2e-06
2337000      1.18e-01    1.00e-01      1.60e-03    1.07e-03      7.94e-02    6.72e-02    1.2e-06
2338000      7.37e-02    3.50e-03      3.95e-04    3.41e-04      4.91e-02    1.97e-03    1.2e-06
2339000      8.89e-02    3.60e-03      1.83e-03    6.04e-04      5.87e-02    7.71e-04    1.2e-06
2340000      7.98e-02    2.64e-02      5.18e-04    4.45e-04      5.39e-02    1.78e-02    1.2e-06
2341000      2.48e-02    3.45e-02      1.45e-04    1.30e-04      1.66e-02    2.33e-02    1.2e-06
2342000      8.56e-02    8.18e-03      9.57e-04    1.44e-03      5.73e-02    5.05e-04    1.2e-06
2343000      1.85e-01    1.38e-01      2.04e-03    2.88e-04      1.25e-01    9.35e-02    1.2e-06
2344000      3.13e-02    1.46e-02      1.62e-04    1.38e-04      2.11e-02    9.83e-03    1.2e-06
2345000      1.91e-01    1.33e-03      1.13e-03    1.47e-04      1.29e-01    7.06e-04    1.2e-06
2346000      7.21e-02    4.74e-03      2.09e-04    7.83e-04      4.89e-02    1.15e-03    1.2e-06
2347000      2.15e-02    6.10e-02      7.09e-04    1.01e-03      1.42e-02    4.12e-02    1.2e-06
2348000      3.76e-02    6.14e-03      1.14e-04    1.08e-03      2.54e-02    4.45e-04    1.2e-06
2349000      2.34e-02    9.43e-02      3.07e-04    1.41e-03      1.58e-02    6.38e-02    1.2e-06
2350000      1.15e-01    6.75e-03      1.13e-03    1.19e-03      7.72e-02    3.46e-04    1.2e-06
2351000      7.13e-02    2.51e-01      1.08e-03    3.47e-03      4.82e-02    1.70e-01    1.2e-06
2352000      1.06e-01    9.58e-03      5.15e-04    1.56e-03      7.10e-02    2.54e-03    1.2e-06
2353000      2.42e-02    7.99e-02      7.26e-04    2.73e-04      1.60e-02    5.44e-02    1.2e-06
2354000      2.67e-02    8.24e-04      6.51e-04    1.22e-04      1.78e-02    3.07e-04    1.2e-06
2355000      7.20e-02    2.30e-01      8.96e-04    3.17e-03      4.91e-02    1.57e-01    1.1e-06
2356000      1.04e-01    7.07e-03      1.11e-03    1.25e-03      7.02e-02    4.32e-04    1.1e-06
2357000      3.36e-02    6.05e-02      6.79e-04    4.82e-04      2.27e-02    4.13e-02    1.1e-06
2358000      5.72e-02    5.13e-03      8.08e-04    8.55e-04      3.86e-02    1.18e-03    1.1e-06
2359000      1.04e-01    1.30e-01      5.15e-04    1.78e-03      7.00e-02    8.87e-02    1.1e-06
2360000      9.40e-03    2.00e-02      6.08e-04    9.96e-06      5.36e-03    1.37e-02    1.1e-06
2361000      1.13e-01    3.61e-03      2.11e-03    3.44e-04      7.56e-02    2.09e-03    1.1e-06
2362000      3.05e-02    1.85e-01      5.16e-04    7.56e-04      2.02e-02    1.27e-01    1.1e-06
2363000      3.51e-02    6.18e-02      2.90e-04    7.75e-04      2.41e-02    4.23e-02    1.1e-06
2364000      1.25e-01    1.11e-02      1.53e-03    1.22e-03      8.58e-02    6.01e-03    1.1e-06
2365000      2.12e-02    2.28e-03      4.40e-04    3.70e-04      1.38e-02    6.19e-04    1.1e-06
2366000      6.68e-03    1.77e-01      8.15e-04    2.03e-03      2.39e-03    1.22e-01    1.1e-06
2367000      6.43e-03    7.75e-04      2.00e-04    1.05e-04      4.34e-03    3.43e-04    1.1e-06
2368000      1.05e-01    1.88e-03      1.27e-03    2.70e-04      7.22e-02    7.63e-04    1.1e-06
2369000      8.66e-02    4.82e-02      1.53e-03    5.27e-04      5.94e-02    3.31e-02    1.1e-06
2370000      8.26e-02    1.37e-02      2.29e-03    2.51e-04      5.65e-02    9.39e-03    1.1e-06
2371000      3.22e-02    4.74e-02      6.19e-04    9.81e-04      2.20e-02    3.26e-02    1.1e-06
2372000      1.39e-01    1.68e-01      2.12e-03    4.21e-03      9.57e-02    1.15e-01    1.1e-06
2373000      8.41e-02    1.67e-02      6.66e-04    1.63e-04      5.75e-02    1.15e-02    1.1e-06
2374000      5.80e-02    1.54e-03      6.66e-04    2.70e-04      4.00e-02    1.58e-04    1.1e-06
2375000      1.04e-01    5.57e-02      5.79e-04    1.14e-03      7.20e-02    3.84e-02    1.1e-06
2376000      5.04e-02    8.31e-02      2.38e-04    6.58e-04      3.49e-02    5.76e-02    1.1e-06
2377000      4.59e-02    1.25e-02      9.79e-04    4.58e-04      3.06e-02    8.48e-03    1.1e-06
2378000      6.68e-02    1.36e-02      1.10e-03    6.29e-04      4.61e-02    9.09e-03    1.1e-06
2379000      1.46e-01    4.57e-02      1.12e-03    4.60e-04      1.01e-01    3.17e-02    1.1e-06
2380000      1.66e-01    4.57e-02      2.69e-03    6.80e-04      1.15e-01    3.17e-02    1.1e-06
2381000      1.98e-02    4.80e-04      2.37e-04    2.50e-05      1.37e-02    3.20e-04    1.1e-06
2382000      1.91e-01    9.94e-02      3.18e-04    1.44e-03      1.33e-01    6.90e-02    1.1e-06
2383000      7.66e-02    1.20e-01      4.67e-04    1.38e-03      5.25e-02    8.38e-02    1.1e-06
2384000      9.74e-02    4.20e-02      1.28e-03    8.29e-05      6.76e-02    2.93e-02    1.1e-06
2385000      5.37e-02    2.23e-02      7.96e-04    5.34e-04      3.74e-02    1.54e-02    1.0e-06
2386000      2.48e-02    4.12e-03      2.81e-04    4.44e-04      1.72e-02    2.29e-03    1.0e-06
2387000      1.58e-02    7.40e-02      5.89e-04    4.13e-04      9.90e-03    5.18e-02    1.0e-06
2388000      3.37e-02    1.37e-01      4.50e-04    4.44e-04      2.29e-02    9.61e-02    1.0e-06
2389000      3.71e-02    1.64e-01      6.45e-04    3.20e-03      2.52e-02    1.14e-01    1.0e-06
2390000      1.10e-01    6.28e-02      1.44e-03    5.83e-05      7.69e-02    4.41e-02    1.0e-06
2391000      1.31e-02    1.20e-02      4.34e-04    9.20e-04      8.89e-03    7.59e-03    1.0e-06
2392000      1.02e-02    9.25e-02      3.49e-04    1.53e-03      6.29e-03    6.47e-02    1.0e-06
2393000      6.04e-02    1.01e-01      1.18e-03    1.25e-03      4.08e-02    7.04e-02    1.0e-06
2394000      2.12e-01    1.83e-02      2.20e-03    7.50e-05      1.48e-01    1.28e-02    1.0e-06
2395000      2.68e-02    4.72e-03      1.64e-03    8.33e-04      1.56e-02    1.99e-04    1.0e-06
2396000      1.76e-01    1.70e-01      1.76e-03    2.93e-03      1.24e-01    1.19e-01    1.0e-06
2397000      1.27e-01    9.53e-03      1.50e-03    1.92e-04      8.89e-02    6.67e-03    1.0e-06
2398000      7.58e-02    5.49e-03      4.38e-04    1.30e-04      5.26e-02    3.83e-03    1.0e-06
