# Time-averaged data for fix 5
# TimeStep c_flux[1] c_flux[2] c_flux[3] c_flux[4] c_flux[5] c_flux[6]
374000 3550.52 3145.8 -5540.91 3663.05 7797.44 -5543.38
375000 1798.71 4072.34 -5519.74 2122.28 8544.84 -5532.89
376000 3303.51 3645.18 -5895.16 4015.9 7859.46 -5892.93
377000 3153.15 3112.32 -6601.96 3990.33 7366.72 -6567.32
378000 2578.33 4393.78 -6290.84 3226.3 8089.22 -6226.16
379000 4433.37 4208.67 -6376.41 4528.26 8261.83 -6318.86
380000 2164.35 1310.22 -6235.43 2222.77 5487.47 -6229.08
381000 1900.22 -507.644 -5472.57 2074.05 3891.8 -5463.74
382000 3451.57 1016.92 -5297.47 3710.48 5144.85 -5307.39
383000 4231.75 4856.2 -5237.21 4442.94 8914.86 -5215.98
384000 5636.98 5921.52 -5179.59 5244.11 9899.52 -5188.74
385000 4828.89 8851.03 -4867.53 4565.15 12493.6 -4840.07
386000 1919.54 5215.95 -4744.16 1914.2 9231.75 -4697.8
387000 1539.38 27.3432 -4274.25 1934.03 4419.39 -4294.95
388000 -2145.5 718.673 -5380.7 -1498.76 5317.33 -5356.28
389000 -4684.38 1022.98 -5234.71 -4283.11 5386.13 -5204.12
390000 -6194.43 1491.04 -5396.55 -5199.26 5855.12 -5375.94
391000 -7573 4916.24 -5150.95 -7175.95 9523.7 -5166.72
392000 -7014.31 5183.14 -5995.19 -6820.96 9930.92 -5977.77
393000 -4570.11 5829.46 -5638.76 -5006.22 10955.4 -5639.11
394000 107.725 4071.34 -5742.64 -301.526 9289.32 -5752.42
395000 -757.556 2674.71 -5326.56 -1195.44 7050.37 -5242.56
396000 2236.76 1461.18 -5010.72 1944.03 5846.55 -5014.85
397000 2653.6 5835.41 -4921.46 2107.25 9829.1 -4979.62
398000 3151.03 6223.6 -4242.12 2612.45 10236.5 -4274.44
399000 -623.575 6217.49 -4401.29 -1006.24 10511 -4395.76
400000 -7879.55 2393.12 -5487.56 -7596.35 6394.99 -5475.64
401000 -5741.39 -620.451 -5823.3 -5593.35 4346.42 -5793.42
402000 -5987.04 -5573.49 -5883.38 -5911.37 56.1637 -5916.8
403000 -6471.59 -7784.22 -6461.8 -5680.39 -2162.63 -6512.54
404000 -4803.99 -7640.13 -6882.69 -4033.01 -2253.16 -6847.67
405000 -1402.68 -10978 -7089.36 -377.238 -5226.26 -7064.98
406000 -1046.85 -12824.1 -7034.45 162.839 -7503.74 -7043
407000 -1947.06 -15053.1 -6418.56 -1336.96 -9806.16 -6448.83
408000 -1734.12 -18191.9 -6123.68 -822.719 -13008 -6161.9
409000 -999.979 -17082.3 -6101.08 -84.1877 -12330.2 -6116.6
410000 -3601.93 -17891.8 -5733.91 -3432.22 -12620.1 -5707.43
411000 -2645.12 -14698.7 -5189.69 -2449.65 -9484.61 -5197.62
412000 -1560.06 -11302.3 -5647.46 -1681.69 -6382.35 -5647.49
413000 -4914.06 -8202.56 -5180.94 -4971.71 -3502.48 -5173.29
414000 -6116.1 -8960.28 -4630.96 -6086.47 -4116.68 -4629.87
415000 -5742.65 -11054.7 -4689.15 -5719.33 -6624.25 -4670.92
416000 -4613.71 -10977.3 -4956.84 -4988.64 -6895.75 -5000.12
417000 -587.185 -12641.6 -5213.69 -1150.91 -8525.68 -5251.04
418000 439.951 -14527.6 -6012.65 -290.391 -9629.78 -6003.73
419000 1369.2 -12293.2 -5934.11 1107.29 -7382.46 -5938.4
420000 4054.33 -8839.71 -5637.37 3970.45 -3837.34 -5593.97
421000 5061.54 -13688.7 -5099.21 4894.09 -8696.14 -5048.19
422000 10634.1 -15863.7 -4991.4 10110.2 -10963.9 -5000.21
423000 10244.2 -13858.4 -4743.13 9482.7 -9049.83 -4771.3
424000 7779.67 -12849.1 -4288.6 7527.15 -8527.89 -4231.63
425000 2830.51 -7275.36 -4122.18 3241.81 -2594.7 -4062.15
426000 922.9 -4913.51 -3613.43 1061.93 -45.2229 -3602.84
427000 222.402 -3611.36 -4025.26 133.911 1006.24 -3997.17
428000 879.649 -5984.26 -3695.89 36.8271 -1053.65 -3679.46
429000 -1373.64 -3741.51 -4072.76 -2127.98 1476.77 -4066.39
430000 -324.552 -4190.36 -3450.26 -1317.5 1000.08 -3434.83
431000 2981.37 -4899.88 -3401.56 2303.96 21.3805 -3437.22
432000 4316.58 -3610.15 -3282.56 3647.01 680.068 -3279.63
433000 2969.26 -3512.54 -3587.53 2786.66 751.536 -3568.33
434000 4880.39 -8408.56 -3578.86 4820.51 -3943.64 -3557.3
435000 5229.48 -11088.4 -3635.87 5371.98 -6349.15 -3629.14
436000 2502.13 -9844.52 -3639.76 2534.33 -5383.41 -3638.17
437000 2796.47 -7693.02 -3297.8 2820.74 -3434.88 -3296.26
438000 4349.17 -9959.21 -2729.96 4528.67 -5410.57 -2681.79
439000 6236.5 -10479.8 -3480.76 6340.13 -6541.96 -3464.22
440000 4483.13 -8874.62 -2874.83 4319.26 -5311.27 -2870.57
441000 4695.13 -8613.35 -2019.63 4387.97 -4866.25 -2014.64
442000 3947.09 -8512.93 -2884.84 4101.19 -5015.49 -2892.75
443000 2752.08 -5502.64 -2143.4 3274.15 -2278.82 -2199.37
444000 4420.98 -7267.49 -2632.99 5201.48 -3724.87 -2631.74
445000 7513.61 -9408.41 -2680.45 7966.06 -5968.48 -2671.59
446000 6508.82 -13338.9 -2122.09 6766.93 -9737.01 -2114.14
447000 5892.83 -12958.5 -1319.89 5430.99 -9384.82 -1352
448000 5111.18 -11757 -1423.94 4609.94 -7688.83 -1411.4
449000 1736.56 -9762.56 -1669.62 994.975 -5123.96 -1743.46
450000 488.256 -8021.79 -2280.15 -189.769 -3637.05 -2288.58
451000 -2445.69 -7559.52 -3082.24 -3182.24 -2766.97 -3083.01
452000 166.631 -9044.47 -2986.1 -363.346 -4224.25 -2985.25
453000 -4235.5 -8727.64 -2538.58 -4593.79 -3672.59 -2494.76
454000 -7652.12 -6812.41 -2345.07 -8349.74 -2091.85 -2307.67
455000 -7005.12 -5630.48 -2746.19 -7802.32 -1149.01 -2738.14
456000 -3331.57 -5892.33 -2875.96 -3803.43 -1268.03 -2944.97
457000 -1099.98 -5156.04 -3236.96 -2079.48 -1031.51 -3259.61
458000 3.79882 -5179.55 -3263.07 -607.183 -1387.68 -3252.82
459000 -1089.67 -1836.68 -3584.51 -1987.28 1937.4 -3577.51
460000 -280.218 -2319.48 -2916.05 -1260.43 1494.19 -2926.59
461000 669.114 -2179.03 -3161.52 -400.978 1824.62 -3184.93
462000 176.073 -299.377 -4161.45 -695.979 4025.05 -4132.31
463000 -2593.94 -1950.29 -3657.74 -2844.83 2814.4 -3676.99
464000 -3139.93 -4877.45 -3978.92 -3102.98 -284.282 -3982.76
465000 -2923.05 -6754.81 -4015.96 -3073.46 -2081.35 -4004
466000 -2465.8 -7490.36 -4369.63 -2766.21 -2953.11 -4307.5
467000 -889.881 -3706.88 -4137.32 -1561.51 850.565 -4114.07
468000 -1864.45 -1156.06 -4699.53 -2321.17 3235.29 -4675.47
469000 -2496.71 -3235.67 -4313.69 -2696.42 1109.97 -4353.63
470000 -5780.47 -6238.35 -4497.58 -5846.78 -1592.09 -4439.02
471000 -7067.49 -6959.05 -4648.9 -7047.76 -2722.32 -4647.79
472000 -3657.46 -7353.99 -3777.5 -3812.48 -2429 -3795.56
473000 -2484.64 -5316.69 -3141.1 -2709.93 -832.201 -3099.85
474000 546.332 -3679.74 -2074.2 205.461 627.992 -2082.54
475000 -450.892 -4787.05 -1754.38 -149.821 -169.575 -1831.86
476000 -3536.23 -4156.66 -1332.61 -3150.89 978.557 -1369.58
477000 -4026.03 -3890.89 -1187.56 -3067.8 1154.53 -1241.09
478000 -2969.45 -5122.42 -1041 -2591.78 -241.159 -1046.38
479000 -4084.42 -3675.15 -552.495 -4113.58 1262.47 -517.408
480000 -2391.37 -3769.43 -596.992 -2465.56 1348.81 -564.561
481000 -538.986 -1882.48 -732.958 -742.262 3080.13 -718.53
482000 4101.85 -214.203 68.5786 3920.42 4903.5 27.7734
483000 3113.32 -66.8469 -6.9506 3256.01 5425.9 -16.3112
484000 1885.73 -2965.23 -295.446 2405.57 2382.8 -316.168
485000 6125.58 -3532.91 -361.047 6184.46 1780.53 -336.358
486000 7973.33 -5217.56 -113.39 7756.44 -57.3653 -162.491
487000 5948.17 -4413.9 -130.262 6028.3 552.967 -182.296
488000 4721.41 2160.25 -365.617 4602.95 7041.14 -335.868
489000 3183.07 3354.09 -713.495 3217.84 8402.21 -674.089
490000 3970.44 1308.56 -811.376 4018.61 5729.83 -848.305
491000 3026.55 -207.41 -1177.49 3191.12 4271.17 -1208.27
492000 2194.81 -266.142 -1271.44 2192.04 3752.03 -1262.1
493000 323.165 2102.47 -1563.06 681.694 6084.62 -1555.83
494000 1990.15 3626.01 -1358.69 2261.83 8111.56 -1407.56
495000 4169.85 3403.28 -1611.02 4995.92 7696.06 -1682.63
496000 3763.03 3490.65 -1089.11 4397.46 7604.12 -1149.56
497000 1815.68 1112.71 -1103.62 2433.23 4892.12 -1110.42
498000 1486.75 654.762 -626.435 2440.92 4387.23 -557.347
499000 1274.54 6159.3 -588.9 1650.37 10020.2 -540.361
500000 1466.29 5633.99 -928.008 1974.6 9753.21 -944.043
501000 3143.82 7519.48 -972.753 3424.41 12088.1 -915.623
502000 7842.89 5882.68 -1021.71 7832.12 10389 -983.88
503000 4713.29 4528.54 -1048.22 4825.9 8965.96 -1090.67
504000 2903.27 1836.38 -788.334 2946.83 6479.54 -831.548
505000 -532.231 263.654 -778.728 -129.84 5229.3 -821.554
506000 -1387.32 12.3084 -1074.52 -1414.12 4579.92 -1106.9
507000 1264.29 -3013.22 -1426.84 714.91 1219.76 -1442.76
508000 493.215 -3038.69 -1038.07 95.1694 1641.75 -1060.07
509000 -805.131 -2507.17 -1732.92 -503.4 1747.11 -1720.34
510000 -128.741 -2244.55 -1512.2 714.007 1795.47 -1530.59
511000 1508.03 -3348.85 -1402.28 3162.32 790.689 -1382.59
512000 -50.6479 -5436.6 -1348.57 1368.99 -910.857 -1329.1
513000 -2615.66 -6775.98 -1236.97 -1360.11 -2447.82 -1253
514000 -5823.92 -4467.13 -1070.33 -4944.64 -200.284 -1066.58
515000 -5831.36 -4951.4 -1616.59 -4685.84 -442.196 -1657.65
516000 -5747.15 -7048.71 -1069.11 -4862.8 -2739.75 -1076.19
517000 -8598.12 -7030.86 -111.977 -8242.74 -2956.69 -120.884
518000 -9289.77 -3688.12 7.08057 -9727.75 631.725 21.2983
519000 -6759.8 2930 215.585 -7282.46 7289.98 176.97
520000 -4973.68 564.34 643.488 -5645.92 5037.08 634.627
521000 -6692.97 1213.01 580.643 -6598.64 6286.22 601.757
522000 -7368.9 -664.909 745.599 -7047.71 3894.35 746.426
523000 -5619.49 -3720.7 822.536 -5661.68 1248.1 849.785
524000 -3180.45 -3809.59 280.36 -2679.56 1446.93 255.077
525000 60.1257 -4705.03 -455.287 385.536 1150.26 -517.518
526000 -4331.58 -1571.44 -1050.24 -3894.05 4280.18 -1066.94
527000 -5223.99 -2615.61 -1200.45 -4874.42 2968.81 -1204.99
528000 -2706.65 -3218.94 -1223.71 -2098.01 1890.29 -1225.9
529000 -4007.34 -3370.26 -2330.98 -3986.24 1486.77 -2331.51
530000 -3078.04 -8842.64 -2526.54 -2929.58 -3915.32 -2523
531000 -3188.9 -6294.42 -1841.39 -3281.93 -1461.18 -1858.68
532000 -3701.12 -4891.22 -2463.4 -4118.78 -129.254 -2533.37
533000 -7656.18 -1733.52 -2580.18 -7629.57 2903.47 -2552.08
534000 -10029.8 -3468.86 -2563.97 -9392.61 832.366 -2575.27
535000 -9539.78 -6237.48 -3044.05 -8768.69 -1985.12 -3032.21
536000 -8081.36 -6854.44 -2596.3 -7576.77 -2449.61 -2587.3
537000 -5192.08 -7672.19 -2145 -4855.31 -3637.9 -2120.17
538000 -6468.49 -5987.01 -2766.65 -6489.51 -1515.16 -2708.2
539000 -6042.41 -9483.03 -2794.14 -5928.81 -5423.83 -2806.33
540000 -6282.63 -12297 -2389.8 -5565 -8345.48 -2429.17
541000 -5817.05 -10789.9 -1790.24 -4968.01 -6788.16 -1725.77
542000 -7063.51 -8028.48 -1776.55 -6976.63 -3689.7 -1749.44
543000 -8879.85 -9597.78 -1322.34 -8116.04 -5102.07 -1333.2
544000 -7971.84 -10661.8 -1345.32 -6993.97 -5789.71 -1336.55
545000 -4158.57 -9438.55 -947.066 -3062.57 -5035.13 -941.621
546000 -3808.57 -10502.3 -1090.2 -2359.06 -6057.79 -1075.18
547000 -2357.79 -11289.6 -893.745 -581.82 -6610.73 -886.851
548000 651.521 -5754.39 -1218.63 2140.29 -1503.14 -1232.42
549000 4937.31 -4962.22 -461.248 6255.46 -715.311 -475.897
550000 3466.24 -2847.8 -12.1221 4616.57 1088.79 -65.0681
551000 1935.96 -1090.81 -47.6694 2996.92 2771.99 -33.1342
552000 3606.38 2112.4 39.9239 4590.21 6379.78 56.1492
553000 5688.73 4441.35 -156.855 5916.93 9210.14 -154.245
554000 7116.95 2056.04 -966.476 7291.43 6739.54 -971.6
555000 4173.03 5914.81 -1145.56 4011.52 10303.6 -1158.3
556000 -468.58 7881.95 -761.014 -87.5596 12259.9 -743.036
557000 658.809 6483 -633.109 1083.72 11074.9 -709.622
558000 2777.61 4436.78 -965.802 3663.2 9260.12 -1025.84
559000 1926.12 2054.65 -872.672 2634.82 6835 -847.699
560000 2728.08 5115.23 -1070.45 3101.79 9451.26 -1061.35
561000 4203.14 5054.27 -1658.45 5181.79 9544.29 -1702.35
562000 4562.15 5750.5 -1490.4 5850.31 10185.3 -1476.88
563000 5837.27 4996.28 -694.704 6823.88 9995.79 -683.921
564000 8388.98 3808.88 742.341 8810.38 8458.17 768.141
565000 12454.5 3421.72 1902.06 12888 7802.52 1837.13
566000 12942 4100.43 1810.03 13800.2 8427.78 1786.7
567000 13436.3 3663.63 2343.18 14493.8 7995.01 2293.28
568000 11686.4 117.347 2033.87 12377.5 4466.56 1975.99
569000 12300 -1878.23 2131.99 12821.8 2318.56 2138.53
570000 12126.5 -6080.2 2552.52 12628.6 -2301.57 2556.47
571000 11177.4 -9469.26 2160.97 11724.4 -5699.53 2247.23
572000 9316.08 -11516.7 3191.79 9657.57 -7828.77 3131.94
573000 7627.31 -12168 3724.82 8398.48 -8599.08 3760.03
574000 8983.77 -9100.77 3958.91 10152.1 -5016.94 3980.81
575000 9467.18 -5099.48 4405.16 9693.33 -782.977 4363.56
576000 6788.98 -2774.51 4391.8 7139.61 1743.77 4339.39
577000 6613.98 -1447.82 3507.15 7343.68 2634.58 3474.74
578000 5315.71 -4192.91 2342.21 5782.18 247.688 2306.51
579000 2217.62 -3770.44 2652.29 2646.69 636.472 2666.64
580000 -650.843 -6015.11 3285.73 54.8071 -1597.1 3264.3
581000 -1587.84 -2036.71 3255.8 -1273.11 2274.19 3208.7
582000 -55.4211 -1592 3983.79 -324.646 2826.64 3925.12
583000 -1253.55 -1449.19 3928.89 -1512.15 3629.43 3897.14
584000 -4418.18 -1858.18 3536.33 -4545.08 2935.22 3533.1
585000 -8225.76 -5093.81 4711.21 -7983.52 -308.393 4711.06
586000 -8178.31 -3858.62 4712.89 -7747.23 418.51 4712.43
587000 -6239.32 -4715.33 4813.23 -5314.25 -12.5978 4812.07
588000 -5718.61 -4902.25 4221.61 -4631.07 -52.7488 4176.72
589000 -7008.99 -6808.11 4640.09 -6130.4 -2118.63 4605.54
590000 -8094.49 -10726.2 4156.95 -7084.29 -5847.65 4142.87
591000 -6316.11 -12413.3 4610.32 -6023.03 -7721.34 4586.9
592000 -8635.57 -14670.6 5164.68 -8643.44 -9739.59 5094.34
593000 -10564.1 -14225.1 6185.69 -9910.68 -9510.4 6160.9
594000 -11740.7 -11910.3 6017.65 -10906.8 -7429.49 5982.8
595000 -12438.6 -13984.6 5960.43 -12124.5 -9107.87 5946.37
596000 -15873.7 -14751.4 6581.83 -15969.6 -10211.8 6488.44
597000 -17319.7 -18572.9 5956.54 -16709.2 -14108.7 5929.24
598000 -16935.8 -18699.9 5930.88 -16459.7 -14732.6 5883.29
599000 -17483.8 -19677.9 5856.61 -16770.5 -16178.6 5874.32
600000 -15800.6 -21111.4 6412.98 -16027.9 -18299.6 6432.09
601000 -18577.1 -19928 6797.9 -18307.8 -17085.8 6757.46
602000 -16784.7 -19516.2 6048.85 -16496.5 -15998.3 6051.79
603000 -16087.4 -22278.3 5962.09 -15707.6 -18166.1 5891.22
604000 -12625.6 -26986.8 6480.5 -12499 -22666.7 6430.85
605000 -13556.2 -24448.2 6978.14 -13121.1 -19905.7 6885.18
606000 -13666.4 -21473.6 6630.76 -12971 -17209.8 6585.39
607000 -11696.7 -19052.5 6747.46 -11386.8 -14963.2 6710.39
608000 -10604.7 -20813.1 5907.45 -10912 -17010.5 5945.63
609000 -11211.2 -21952.6 5866.33 -11942.8 -18387 5849.37
610000 -7396.04 -23714.6 6125.35 -8391.83 -20254.9 6111.91
611000 -6355.06 -21720.3 5970.96 -7448.28 -17898.6 5891.09
612000 -5259.78 -16557.8 6983.18 -6204.19 -12418.9 6921.23
613000 -5655.55 -13024.7 6855.55 -5935.98 -9183.22 6851.63
614000 -3269.49 -10739.7 7138.29 -3769.58 -7001.39 7071.98
615000 347.658 -12062.2 6812.69 -28.1377 -8563.05 6783
616000 3246.09 -12086.1 6258.48 3159.87 -8407.57 6262.71
617000 6348.27 -11222.8 5949.88 6117 -7032.18 5936.46
618000 6020.32 -9482.45 6258.21 5105.54 -4798.65 6217.18
619000 6337.65 -8207.61 6736.52 5747.4 -3410.87 6723.07
620000 7205.9 -10660 6570.91 7145.58 -6672.41 6497.73
621000 6832.57 -9638.84 6573.56 6741.05 -5348.7 6530.79
622000 6636.24 -5934.05 6399.78 7059.24 -1753.34 6380.9
623000 8070.36 -7537.34 6153.93 8496.01 -3180.26 6127.82
624000 10012.2 -14370.7 5937.92 10155 -9660.87 5876.77
625000 10952.2 -16806.3 6299.64 11209 -12173.8 6257.48
626000 11988.3 -18393.6 6312.46 12739.5 -13348.1 6356.18
627000 15802.1 -18144.6 6216.2 16451.6 -12679.6 6159.82
628000 17906.3 -19967.7 6000.12 18416.3 -14279.6 5962.08
629000 16860.8 -17232.6 5917.58 17648.9 -12047.1 5919.13
630000 17523 -13461.9 6855.65 18981.1 -8417.82 6807.6
631000 17844.9 -14334.1 6720.41 18801.2 -9484.52 6675.5
632000 17447.5 -12472.3 6975.23 18528.3 -7409.44 6917.66
633000 18093.1 -9502.24 6705.49 19282.1 -4943.59 6696.68
634000 18937.2 -12819.9 6771.04 19842.8 -7608.55 6694
635000 15702.4 -10711.9 6003.69 16964.1 -5700.34 5949.33
636000 15193.5 -6974.11 5678.91 16242.2 -2303.13 5665.85
637000 16318.2 -5986.62 5675.65 16776.9 -1674.24 5744.82
638000 13307.3 -4147.51 5476 13381.4 270.306 5453.09
639000 11995.1 -4655.04 5879.72 11718 -173.868 5853.94
640000 11667.4 -2782.26 6106.23 11759.9 1397.69 6145.91
641000 12150.8 3020.56 5575.37 12063.2 6870.86 5534.07
642000 10003.3 7400.23 5738.11 9388.58 11547.7 5641.97
643000 10807.1 11647 4788.03 10765.6 15605.9 4752.27
644000 9613.39 14269 4432.37 9629.91 17678.3 4421.12
645000 10992.7 14456.6 4373.26 10966 17312 4352.79
646000 8844.49 16543 4064.52 8694.09 19623.6 4071.64
647000 4994.55 14248.7 4150.98 4589.91 18039.2 4139.36
648000 1142.11 15253.8 4242.56 615.636 18845.9 4240.18
649000 -1203.59 15041.7 3944.79 -2167.49 18718.7 3869.39
650000 -2792.47 16557.2 4538.47 -3092.08 20611.4 4491.02
651000 -4447.14 16342.2 5004.92 -4768.1 20622.3 5007.01
652000 -4656.98 12996.3 4355.37 -5286.99 17360.4 4336.87
653000 -5661.92 11666.3 4049.11 -5985.07 16482.6 4054.9
654000 -4717.46 13255.2 4615.81 -4828.22 17970.5 4617.76
655000 -6225.83 10831.3 5152.07 -6399.78 15329.4 5126.86
656000 -5339.57 14263.4 4842.9 -5984.14 19035.3 4814.8
657000 -5281.71 15084 5140.47 -5916.39 19979.2 5077.78
658000 -9180.92 11814.9 5370.41 -9412.01 16384.6 5333.2
659000 -10655.8 12719 5571.5 -11027.3 17038.3 5510.37
660000 -12244.2 14230.9 5475.25 -12835.8 18724.8 5480.58
661000 -12265 14105.7 5616.29 -13238.6 18708.2 5616.51
662000 -12482.8 18242.5 5123.49 -13314.6 22686.8 5060.03
663000 -11168.8 15561.3 4995.49 -12241.3 20379.2 4978.6
664000 -13467.1 13085.9 5411.65 -14638 18044.2 5391.17
665000 -15576.8 10224.7 5360.24 -16351 15477.2 5313.42
666000 -16240.1 8215.86 4860.65 -16230.9 13290 4820.26
667000 -18851.6 5408.34 4009.11 -18199.3 10346.1 3933.49
668000 -19809.5 5900.37 4868.64 -19128.2 10902.4 4841.47
669000 -17223.7 4867.87 4829.88 -16555.5 10204.3 4842.55
670000 -12950.9 7825.88 4204.5 -12916.4 13192.8 4158.03
671000 -11071.9 7572.59 3359.67 -11201.5 12784.2 3335.99
672000 -11749.4 10789.5 3712.37 -12298.2 15478.2 3682.35
673000 -10303.2 10483.5 3071.86 -10502.2 15265.4 3069.6
674000 -10745.2 7886.65 3437.91 -10843 12996.8 3365.56
675000 -7882.8 10966.5 3275.86 -8306.69 16187.3 3263.82
676000 -10612.5 10385.9 3850.17 -10966.8 15496.7 3869.68
677000 -11721.8 7959.07 5260.39 -11686.8 12853 5192.52
678000 -9495.7 10135.5 5233.12 -9107.44 14786.2 5222.55
679000 -6820.25 10316.8 4699.28 -6654.05 15056.7 4680.29
680000 -1620.97 10954.1 5507.62 -1611.22 15686.6 5487.81
681000 3557.76 8695.14 6534.94 3312.4 13808.3 6494.82
682000 4914.15 7012.25 6470.62 4765.64 12114.5 6419.01
683000 6410.41 3877.12 6162.55 6150.24 9577.26 6083.8
684000 4219.53 7092.56 6429.48 4370.38 12500.5 6382.5
685000 4126.28 9206.07 6546.44 3870.25 13966.3 6496.42
686000 3588.38 8885.69 6180.14 3508.79 12905.4 6172.69
687000 3468.45 8505.34 6111.74 3337.74 12647.8 6086.83
688000 1558.71 3636.47 6498.23 1460.03 8348.06 6481.06
689000 2470.45 2999.84 7199.55 2318.63 7447.89 7186.39
690000 3306.12 -968.604 7044.43 3381.3 3710.17 7027.99
691000 7829 -5928.32 6069.78 8029.36 -892.919 6004.15
692000 8560.86 -9750.22 6026.59 8262.3 -4093.78 5984.37
693000 7488.68 -11193.7 5517.06 7048.27 -6099.62 5483.87
694000 7264.35 -12537.2 5262.39 6889.84 -7690.48 5248.91
695000 8233.63 -12468.2 5543.33 8035.9 -7184.59 5510.32
696000 10255.5 -14870.7 5171.62 9610.5 -9261.5 5146.11
697000 12274.1 -17064.8 4693.06 12163.5 -11149.1 4693.53
698000 15233.4 -17130.7 4774.67 15164.2 -11494.9 4795.89
699000 16386.6 -17362.6 5568.34 16374.4 -12360.4 5507.69
700000 16910.8 -16245.6 5609.51 16819.1 -11459.9 5532.92
701000 13679.1 -15653.1 5271.82 13425.4 -10628.2 5280.93
702000 10833.4 -12171.2 5529.09 10825 -7045.63 5513.01
703000 9343.39 -11045 5871.9 9059.33 -6242.8 5802.32
704000 9627.97 -8103.86 4958.12 9612.76 -3237.51 4971.73
705000 9263.55 -6024.08 5520.19 9334.57 -1269.62 5551.39
706000 7188.24 -4899.52 5795.3 7366.47 -135.855 5778.92
707000 8705.86 -7494.06 6673.49 8851.95 -2400.17 6582.92
708000 10506.5 -7118.37 6811.81 10673 -1986.77 6747.24
709000 7254.1 -4142.47 7368.55 7474.63 548.56 7313.66
710000 5961.04 -5135.93 7266.17 5818.48 -871.799 7287.46
711000 3268.42 -8014.45 6709.61 2735.4 -3884.76 6683.96
712000 -2449 -9291.4 7034.85 -2848.75 -4614.07 7028.01
713000 -6687.38 -10665.9 8346.21 -7146.86 -5347.78 8264.17
714000 -7570.69 -10144.3 8606.76 -7926.72 -5154.74 8528.36
715000 -5851.01 -11355.5 8334.8 -5197.87 -6436.39 8287.71
716000 -6058.49 -13125.2 7870.95 -4786.58 -8380.1 7778.3
717000 -3643.75 -12439.2 8242.13 -2536.12 -8315.76 8192.33
718000 -3290.95 -14098.8 8299.87 -1660.13 -10091.2 8301.06
719000 -1749.43 -11035.9 8963.17 -695.352 -7098.65 8961.09
720000 333.338 -10085.2 9336.02 980.625 -6486.58 9301.61
721000 1667.87 -9847.23 9563.94 1603.25 -5966.87 9570.58
722000 -931.091 -8361.23 9332.67 -1475.97 -4081.81 9317.41
723000 -4167.4 -11197.3 9052.07 -4463.1 -7312.12 9000.6
724000 -4045.45 -15049.2 8827.57 -4135.39 -10887.1 8763.15
725000 -3530.19 -13841.9 9122.45 -3058.19 -9588.57 9119.14
726000 -3995.99 -12939.3 9590.42 -3313.9 -8835.19 9594.17
727000 -4120.29 -11570 10203.4 -3596.35 -6970.19 10155.3
728000 -5949.83 -11486.8 10331.9 -5364.46 -6446.54 10261.9
729000 -7738.7 -11309.9 10806.7 -7199.91 -6733.01 10771.1
730000 -9157.64 -13212.9 10974.1 -9070.8 -8392.27 10924.5
731000 -7919.61 -13932.1 10390.3 -8213.36 -8943.21 10352.5
732000 -6926.4 -11942.9 11003.7 -7032.26 -6996.73 10905.1
733000 -4699.95 -11564.4 10259.5 -4871.36 -6889.72 10239.6
734000 -718.568 -10700.2 9882.07 -1047.07 -6020.98 9880.63
735000 -1888.86 -9970.49 9752.73 -1993.53 -5181.75 9705.83
736000 -2312.73 -10677.4 9560.92 -2293.96 -6274.46 9485.26
737000 -2354.06 -11760.9 9654.92 -1921.77 -6991.61 9593.9
738000 -2103.24 -13779 9887.15 -1845.43 -9111.49 9828.3
739000 -4322.26 -14010.7 9745.65 -4055.81 -9143.88 9690.21
740000 -1287.43 -12897.4 9914.02 -1301.24 -8157.28 9891.69
741000 448.815 -12240.6 9884.26 84.5453 -7775.1 9861.66
742000 947.104 -9056.26 9821.67 472.588 -5131.67 9830.51
743000 1617.3 -8330.51 10015.7 1461.7 -4003.21 9975.29
744000 5782.48 -9216.24 9971.18 5596.31 -4064.47 9905.65
745000 6419.02 -10617.4 9899.37 6622.94 -4968.88 9872.9
746000 5823.66 -13124.9 10213.4 6353.97 -7667.75 10171.1
747000 7081.15 -15554.2 9989.61 7191.95 -10066 9954.64
748000 5136.77 -13535 10252.8 4811.45 -8548.67 10168.1
749000 1345.59 -9404.76 10183.7 761.254 -5241.09 10098.4
750000 2714.67 -8343.8 10405.1 1740.45 -3633.44 10334.9
751000 1143.02 -10849.8 10351.6 726.95 -6210.31 10313.1
752000 -621.183 -12633.2 9575.71 -1328.78 -7872.12 9542.72
753000 -130.633 -12106.6 9842.3 -1138.97 -7362.02 9796.78
754000 3962.54 -9211.29 10315.3 3084.59 -4620.2 10275.8
755000 5034.03 -10406.3 10007.9 4419.33 -5730.64 9920.98
756000 3057.56 -10838 10047 2804.49 -5559.76 9974.64
757000 5074.97 -14737.2 10394.8 4967.47 -8894.6 10385
758000 6044.82 -15502.3 10550.6 6278.22 -10616.2 10535.5
759000 7205.83 -12432.9 9774.36 7301.47 -7901.47 9714.68
760000 8706.46 -10753.4 10238.8 8534.83 -6116.69 10173.5
761000 10208.4 -9529.82 10710.8 10285.4 -4652.51 10633.2
762000 8098.67 -9228.34 9763.38 8261.78 -4835.66 9716.84
763000 6206.86 -13439.8 9045.25 6486.79 -8833.48 9017.12
764000 7482.7 -18028.4 8183.27 7601.34 -12932 8140.6
765000 4735.52 -19161.9 7122.46 4333.39 -14306.2 7090.19
766000 3681.38 -19081.7 7866.41 3683.45 -14064.9 7770.75
